session_id,base_cart_item_names,base_cart_item_categories,base_cart_item_count,base_cart_value,cart_has_drink,cart_has_dessert,cart_has_side,cart_completion_score
19814,Butter Chicken,main,1,292.2,0,0,0,0.5
19815,BBQ Pork Ribs,main,1,195.24,0,0,0,0.5
19816,Appam Stew,main,1,233.11,0,0,0,0.5
19817,Szechuan Chicken,main,1,193.71,0,0,0,0.5
19818,Paneer Tikka Masala,main,1,245.36,0,0,0,0.5
19819,Andhra Chicken Fry | Andhra Chicken Fry | Stir Fried Veggies,main | main | side,3,367.58,0,0,1,0.85
19820,Lasagna | Risotto | Margherita Pizza | Stir Fried Veggies,main | main | main | side,4,1127.6,0,0,1,0.75
19821,Pepperoni Pizza,main,1,177.7,0,0,0,0.5
19822,Lasagna | Pepperoni Pizza,main | main,2,262.02,0,0,0,0.5
19823,Masala Dosa,main,1,207.82,0,0,0,0.65
19824,Pesarattu | Lemon Iced Tea,main | drink,2,382.33,1,0,0,0.65
19825,Veg Club Sandwich | Chicken Wrap | Veg Club Sandwich,main | main | main,3,676.88,0,0,0,0.5
19826,Kolkata Biryani | Mutton Biryani | Onion Rings,main | main | side,3,1065.43,0,0,1,0.75
19827,Bisi Bele Bath | Masala Dosa,main | main,2,580.22,0,0,0,0.5
19828,Zinger Burger | Gulab Jamun,main | dessert,2,427.89,0,1,0,0.65
19829,Chole Bhature,main,1,376.37,0,0,0,0.75
19830,Pulled Pork Sandwich,main,1,378.06,0,0,0,0.5
19831,Gulab Jamun Platter | Waffles with Ice Cream,main | main,2,528.04,0,0,0,0.5
19832,Prawn Biryani,main,1,196.28,0,0,0,0.5
19833,Andhra Chicken Fry,main,1,379.07,0,0,0,0.75
19834,Shahi Mutton,main,1,251.28,0,0,0,0.5
19835,Spaghetti Bolognese | Lasagna | Gnocchi Pesto | Coleslaw,main | main | main | side,4,564.35,0,0,1,0.75
19836,Hyderabadi Dum Biryani | Choco Lava Cup,main | dessert,2,218.46,0,1,0,0.65
19837,Pesarattu | Sugarcane Juice,main | drink,2,446.34,1,0,0,0.65
19838,Paneer Biryani,main,1,153.19,0,0,0,0.5
19839,Chole Bhature,main,1,182.34,0,0,0,0.5
19840,Paneer Tikka Masala | Chole Bhature | Raita,main | main | side,3,606.88,0,0,1,0.75
19841,Mutton Biryani | Paneer Biryani,main | main,2,354.81,0,0,0,0.5
19842,Hyderabadi Dum Biryani,main,1,217.36,0,0,0,0.5
19843,Fish & Chips,main,1,328.72,0,0,0,0.75
19844,Pepperoni Pizza,main,1,145.48,0,0,0,0.5
19845,Margherita Pizza | Risotto,main | main,2,731.5,0,0,0,0.5
19846,Paneer Biryani | Mutton Biryani,main | main,2,543.64,0,0,0,0.5
19847,Zinger Burger | Crispy Chicken Burger,main | main,2,709.58,0,0,0,0.5
19848,Appam Stew | Kerala Prawn Curry | Watermelon Juice,main | main | drink,3,395.99,1,0,0,0.65
19849,Chicken Mandi | Panna Cotta,main | dessert,2,215.32,0,1,0,0.65
19850,Fettuccine Alfredo,main,1,263.59,0,0,0,0.5
19851,Chicken Wrap | Fresh Lime Soda,main | drink,2,300.99,1,0,0,0.65
19852,Loaded Nachos | Crispy Chicken Burger,main | main,2,319.84,0,0,0,0.5
19853,Rajma Masala,main,1,164.96,0,0,0,0.5
19854,Chicken Biryani | Veg Biryani | Banana Milkshake,main | main | drink,3,796.86,1,0,0,0.65
19855,Zinger Burger | BBQ Burger,main | main,2,606.37,0,0,0,0.5
19856,Veg Biryani | Veg Biryani | Hyderabadi Dum Biryani,main | main | main,3,535.36,0,0,0,0.75
19857,Chilly Paneer,main,1,159.86,0,0,0,0.5
19858,Loaded Nachos,main,1,210.26,0,0,0,0.5
19859,Spaghetti Bolognese,main,1,279.59,0,0,0,0.5
19860,Chicken Wrap | Double Patty Burger,main | main,2,313.91,0,0,0,0.5
19861,Rava Dosa | Bisi Bele Bath | Panna Cotta,main | main | dessert,3,370.51,0,1,0,0.65
19862,Crispy Chicken Burger | BBQ Burger | Cold Coffee,main | main | drink,3,571.88,1,0,0,0.65
19863,Grilled Chicken Steak | Beef Tenderloin,main | main,2,835.66,0,0,0,0.5
19864,Veg Fried Rice,main,1,282.66,0,0,0,0.5
19865,Beef Tenderloin | Buttermilk,main | drink,2,390.39,1,0,0,0.65
19866,Dal Makhani | Veg Kadai | Butter Chicken,main | main | main,3,563.17,0,0,0,0.5
19867,Spaghetti Bolognese | Risotto | Kheer,main | main | dessert,3,528.29,0,1,0,0.65
19868,Paneer Biryani,main,1,174.71,0,0,0,0.5
19869,Loaded Nachos,main,1,381.6,0,0,0,0.5
19870,Veg Fried Rice | Chicken in Black Bean | Szechuan Chicken,main | main | main,3,760.33,0,0,0,0.5
19871,Dal Makhani,main,1,140.23,0,0,0,0.5
19872,Appam Stew,main,1,154.74,0,0,0,0.5
19873,Loaded Nachos | Watermelon Juice,main | drink,2,215.93,1,0,0,0.65
19874,Hyderabadi Dum Biryani,main,1,187.97,0,0,0,0.5
19875,Appam Stew,main,1,223.78,0,0,0,0.5
19876,Andhra Chicken Fry | Pesarattu,main | main,2,323.56,0,0,0,0.5
19877,Chicken in Black Bean | Hakka Noodles,main | main,2,315.45,0,0,0,0.6
19878,Paneer Tikka Masala,main,1,362.63,0,0,0,0.5
19879,Risotto | Fettuccine Alfredo | Penne Arrabbiata,main | main | main,3,852.52,0,0,0,0.6
19880,Loaded Nachos,main,1,170.94,0,0,0,0.5
19881,Chicken Rogan Josh,main,1,151.88,0,0,0,0.5
19882,Veg Club Sandwich,main,1,223.85,0,0,0,0.5
19883,Mutton Biryani,main,1,167.98,0,0,0,0.5
19884,Hyderabadi Dum Biryani | Paneer Biryani,main | main,2,779.06,0,0,0,0.5
19885,Pepperoni Pizza | Gnocchi Pesto,main | main,2,390.45,0,0,0,0.65
19886,Waffles with Ice Cream | Gulab Jamun Platter,main | main,2,594.97,0,0,0,0.5
19887,Bisi Bele Bath,main,1,312.07,0,0,0,0.5
19888,Veg Club Sandwich | Veg Club Sandwich | Loaded Nachos,main | main | main,3,769.73,0,0,0,0.5
19889,Penne Arrabbiata,main,1,195.34,0,0,0,1
19890,BBQ Burger | Pulled Pork Sandwich | Garden Salad,main | main | side,3,457.7,0,0,1,0.75
19891,Risotto | Penne Arrabbiata | Cold Coffee | Kheer,main | main | drink | dessert,4,581.77,1,1,0,0.65
19892,Chicken Cordon Bleu,main,1,165.46,0,0,0,0.5
19893,Butter Chicken,main,1,358.77,0,0,0,0.6
19894,Spring Roll,main,1,260.5,0,0,0,0.5
19895,Szechuan Chicken,main,1,184.3,0,0,0,0.5
19896,Chicken Wrap,main,1,191.06,0,0,0,0.5
19897,Waffles with Ice Cream,main,1,205.99,0,0,0,0.65
19898,Veg Biryani | Prawn Biryani,main | main,2,560.71,0,0,0,0.5
19899,Shahi Mutton,main,1,231.44,0,0,0,0.5
19900,Veg Club Sandwich,main,1,134.51,0,0,0,0.5
19901,Manchurian Gravy | Szechuan Chicken,main | main,2,296.81,0,0,0,0.5
19902,Dal Makhani,main,1,148.97,0,0,0,0.6
19903,Chole Bhature,main,1,303.48,0,0,0,0.5
19904,Chicken Cordon Bleu,main,1,291.98,0,0,0,0.5
19905,Shawarma Platter | Masala Papad,main | side,2,327.05,0,0,1,0.75
19906,Chicken Rogan Josh | Butter Chicken | Chole Bhature,main | main | main,3,611.25,0,0,0,0.5
19907,Beef Tenderloin | Lemon Iced Tea,main | drink,2,221.79,1,0,0,0.65
19908,Dal Makhani,main,1,233.1,0,0,0,0.5
19909,Egg Biryani,main,1,198.12,0,0,0,0.5
19910,Appam Stew | Appam Stew | Idli Sambar,main | main | main,3,575.68,0,0,0,0.5
19911,Shahi Mutton | Lemon Iced Tea,main | drink,2,325.45,1,0,0,0.75
19912,Waffles with Ice Cream,main,1,213.55,0,0,0,0.9
19913,Gnocchi Pesto,main,1,324.59,0,0,0,0.5
19914,Crispy Chicken Burger,main,1,164.72,0,0,0,0.5
19915,Pulled Pork Sandwich | Veg Club Sandwich,main | main,2,458.7,0,0,0,0.5
19916,Fettuccine Alfredo | Fettuccine Alfredo,main | main,2,851.06,0,0,0,0.5
19917,Double Patty Burger | Veg Club Sandwich,main | main,2,505.58,0,0,0,0.5
19918,Chicken Biryani,main,1,189.3,0,0,0,0.5
19919,Hyderabadi Dum Biryani | Kolkata Biryani | Kolkata Biryani,main | main | main,3,849.25,0,0,0,0.5
19920,Pesarattu | Andhra Chicken Fry,main | main,2,349.31,0,0,0,0.5
19921,Veg Kadai | Butter Chicken | Veg Kadai,main | main | main,3,868.81,0,0,0,0.5
19922,Gnocchi Pesto | Buttermilk,main | drink,2,209.67,1,0,0,0.65
19923,Butter Chicken | Dal Makhani | Paneer Tikka Masala,main | main | main,3,743.92,0,0,0,0.5
19924,Chicken Biryani | Chicken Biryani,main | main,2,379.63,0,0,0,0.5
19925,Appam Stew,main,1,372.08,0,0,0,0.5
19926,Spring Roll | Veg Fried Rice | Veg Fried Rice,main | main | main,3,777.6,0,0,0,0.5
19927,Spaghetti Bolognese,main,1,162.66,0,0,0,0.6
19928,Crispy Chicken Burger | Loaded Nachos,main | main,2,321.32,0,0,0,0.5
19929,Appam Stew,main,1,189.76,0,0,0,0.5
19930,Shawarma Platter | Shawarma Platter,main | main,2,319.77,0,0,0,0.5
19931,Beef Tenderloin | Lamb Chops | Beef Tenderloin,main | main | main,3,917.75,0,0,0,0.5
19932,Chicken Rogan Josh,main,1,123.04,0,0,0,0.75
19933,Chicken Wrap,main,1,151.44,0,0,0,0.65
19934,Chicken Mandi,main,1,242.15,0,0,0,0.75
19935,Gnocchi Pesto,main,1,317.58,0,0,0,0.5
19936,Dal Makhani | Butter Chicken,main | main,2,545.68,0,0,0,0.5
19937,Prawn Biryani | Kolkata Biryani | Buttermilk,main | main | drink,3,389.57,1,0,0,0.65
19938,Veg Biryani,main,1,431.12,0,0,0,0.5
19939,Mango Sorbet | Cheesecake Slice | Cheesecake Slice,main | main | main,3,794.93,0,0,0,0.5
19940,Kolkata Biryani | Veg Biryani,main | main,2,332.69,0,0,0,0.5
19941,Grilled Salmon | Mango Kulfi,main | dessert,2,238.46,0,1,0,0.65
19942,Chicken Wrap | Crispy Chicken Burger,main | main,2,755.89,0,0,0,0.5
19943,Veg Club Sandwich,main,1,299.05,0,0,0,0.75
19944,Gnocchi Pesto,main,1,181.05,0,0,0,0.5
19945,Beef Tenderloin,main,1,321.76,0,0,0,0.5
19946,Gnocchi Pesto,main,1,135.39,0,0,0,0.5
19947,Pesarattu | Rava Dosa | Andhra Chicken Fry,main | main | main,3,519.48,0,0,0,0.5
19948,Chicken Biryani | Veg Biryani,main | main,2,488.41,0,0,0,0.5
19949,Kung Pao Chicken | Spring Roll,main | main,2,607.81,0,0,0,0.65
19950,Pepperoni Pizza,main,1,339.3,0,0,0,0.5
19951,Butter Chicken,main,1,288.17,0,0,0,0.5
19952,Hakka Noodles,main,1,172.89,0,0,0,0.65
19953,Veg Biryani,main,1,314.82,0,0,0,0.5
19954,Grilled Chicken Steak | Grilled Salmon | Mushroom Risotto,main | main | main,3,454.2,0,0,0,0.5
19955,Szechuan Chicken,main,1,258.5,0,0,0,0.65
19956,Idli Sambar | Rava Dosa | Idli Sambar,main | main | main,3,484.1,0,0,0,0.5
19957,BBQ Burger | Zinger Burger,main | main,2,606.37,0,0,0,0.6
19958,Bisi Bele Bath | Onion Rings,main | side,2,479.39,0,0,1,0.75
19959,Mango Sorbet | Tiramisu,main | main,2,360.1,0,0,0,0.5
19960,Kung Pao Chicken | Hakka Noodles,main | main,2,653.62,0,0,0,0.6
19961,Risotto,main,1,142.62,0,0,0,0.5
19962,Lasagna | Risotto,main | main,2,331.76,0,0,0,0.65
19963,Chole Bhature,main,1,132.03,0,0,0,0.5
19964,Fettuccine Alfredo,main,1,333.94,0,0,0,0.5
19965,Lasagna | Pepperoni Pizza,main | main,2,373.44,0,0,0,0.5
19966,Rava Dosa | Choco Lava Cup,main | dessert,2,220.02,0,1,0,0.65
19967,Risotto,main,1,166.06,0,0,0,0.5
19968,Chicken Rogan Josh,main,1,349.94,0,0,0,0.5
19969,Lamb Chops | Mushroom Risotto | Fish & Chips | Masala Papad,main | main | main | side,4,837.66,0,0,1,0.9
19970,Gnocchi Pesto | Margherita Pizza | Spaghetti Bolognese,main | main | main,3,859.25,0,0,0,0.5
19971,Gulab Jamun Platter | Tiramisu,main | main,2,352.83,0,0,0,0.5
19972,Shawarma Platter,main,1,170.75,0,0,0,0.5
19973,Veg Kadai | Chocolate Mousse,main | dessert,2,442.37,0,1,0,0.65
19974,Kung Pao Chicken,main,1,169.28,0,0,0,0.5
19975,Margherita Pizza,main,1,193.62,0,0,0,0.5
19976,Paneer Tikka Masala,main,1,203.23,0,0,0,0.75
19977,Kulfi Falooda | Virgin Mojito,main | drink,2,355.05,1,0,0,0.65
19978,Manchurian Gravy,main,1,178.93,0,0,0,0.75
19979,Bisi Bele Bath,main,1,501.66,0,0,0,0.5
19980,Veg Kadai | Rajma Masala | Panna Cotta,main | main | dessert,3,753.93,0,1,0,0.65
19981,Masala Dosa | Fresh Lime Soda,main | drink,2,440.55,1,0,0,0.65
19982,Chole Bhature | Butter Chicken | Dal Makhani | Watermelon Juice,main | main | main | drink,4,554.91,1,0,0,0.65
19983,Risotto | Gnocchi Pesto,main | main,2,517.09,0,0,0,0.5
19984,Grilled Salmon,main,1,187.36,0,0,0,0.5
19985,Masala Dosa,main,1,253.1,0,0,0,0.5
19986,Margherita Pizza | Phirni,main | dessert,2,247.88,0,1,0,0.65
19987,Spring Roll | Spring Roll,main | main,2,380.78,0,0,0,0.5
19988,Double Patty Burger,main,1,262.23,0,0,0,0.65
19989,Spring Roll,main,1,321.83,0,0,0,0.5
19990,Chicken Biryani | Lemon Iced Tea,main | drink,2,516.9,1,0,0,0.65
19991,Dal Makhani,main,1,179.81,0,0,0,0.5
19992,Tiramisu | Rasmalai,main | main,2,303.66,0,0,0,0.5
19993,Masala Dosa,main,1,165.72,0,0,0,0.65
19994,Egg Biryani,main,1,339.69,0,0,0,0.5
19995,Idli Sambar,main,1,251.48,0,0,0,0.5
19996,Risotto,main,1,334.08,0,0,0,0.65
19997,Veg Fried Rice | Chicken in Black Bean | Szechuan Chicken,main | main | main,3,760.33,0,0,0,0.5
19998,Penne Arrabbiata | Fettuccine Alfredo,main | main,2,563.86,0,0,0,0.5
19999,Penne Arrabbiata | Cold Coffee,main | drink,2,344.48,1,0,0,0.65
20000,Chole Bhature | Dal Makhani | Shahi Mutton,main | main | main,3,529.74,0,0,0,0.5
20001,Chicken Biryani | Prawn Biryani,main | main,2,357.18,0,0,0,0.5
20002,Szechuan Chicken | Chicken in Black Bean,main | main,2,688.9,0,0,0,0.5
20003,Veg Kadai | Chole Bhature | Dal Makhani | Fresh Lime Soda,main | main | main | drink,4,1186.1,1,0,0,0.65
20004,Veg Kadai,main,1,355.41,0,0,0,0.5
20005,Chocolate Lava Cake,main,1,364.5,0,0,0,0.5
20006,Andhra Chicken Fry | Idli Sambar | Idli Sambar,main | main | main,3,823.62,0,0,0,0.5
20007,Veg Club Sandwich | BBQ Burger,main | main,2,513.83,0,0,0,0.5
20008,Penne Arrabbiata | Margherita Pizza | Buttermilk,main | main | drink,3,628.99,1,0,0,0.65
20009,Pesarattu,main,1,409.8,0,0,0,0.5
20010,Penne Arrabbiata,main,1,175.2,0,0,0,0.5
20011,Rava Dosa | Bisi Bele Bath,main | main,2,298.2,0,0,0,0.5
20012,Chicken Biryani | Hyderabadi Dum Biryani,main | main,2,727.86,0,0,0,0.5
20013,Hakka Noodles | Manchurian Gravy | Veg Fried Rice | Fresh Lime Soda,main | main | main | drink,4,889.67,1,0,0,0.65
20014,Kung Pao Chicken | Hakka Noodles | Veg Fried Rice,main | main | main,3,796.98,0,0,0,0.5
20015,Fettuccine Alfredo,main,1,277.2,0,0,0,0.5
20016,Rajma Masala | Dal Makhani | Rajma Masala | Masala Chai | Coleslaw,main | main | main | drink | side,5,687.98,1,0,1,0.9
20017,Spring Roll | Manchurian Gravy | Spring Roll,main | main | main,3,538.17,0,0,0,0.65
20018,Veg Biryani,main,1,212.28,0,0,0,0.5
20019,Pesarattu | Appam Stew | Kerala Prawn Curry,main | main | main,3,928.55,0,0,0,0.5
20020,Chocolate Lava Cake | Chocolate Lava Cake,main | main,2,623,0,0,0,0.5
20021,Pepperoni Pizza | Spaghetti Bolognese | Banana Milkshake,main | main | drink,3,645.79,1,0,0,0.65
20022,Mushroom Risotto | Fish & Chips | Buttermilk,main | main | drink,3,770.45,1,0,0,0.65
20023,Dal Makhani | Rajma Masala,main | main,2,507.54,0,0,0,0.5
20024,Hummus Platter | Hummus Platter | Mutton Ouzi,main | main | main,3,532.2,0,0,0,0.5
20025,Waffles with Ice Cream | Mango Sorbet | Mango Sorbet,main | main | main,3,813.62,0,0,0,0.75
20026,Appam Stew | Sugarcane Juice,main | drink,2,537.31,1,0,0,0.65
20027,Egg Biryani | Veg Biryani | Hyderabadi Dum Biryani,main | main | main,3,548.31,0,0,0,0.5
20028,Veg Biryani | Sugarcane Juice,main | drink,2,198.07,1,0,0,0.65
20029,Spring Roll | Veg Fried Rice,main | main,2,313.34,0,0,0,0.6
20030,Chicken Biryani | Hyderabadi Dum Biryani,main | main,2,385.89,0,0,0,0.65
20031,BBQ Pork Ribs | Fish & Chips | BBQ Pork Ribs,main | main | main,3,578.11,0,0,0,0.5
20032,Veg Biryani,main,1,469.66,0,0,0,0.5
20033,Chilly Paneer | Hakka Noodles | Szechuan Chicken,main | main | main,3,522.37,0,0,0,0.5
20034,Rava Dosa | Andhra Chicken Fry,main | main,2,593.19,0,0,0,0.5
20035,Rajma Masala | Onion Rings,main | side,2,264.27,0,0,1,0.75
20036,Chicken in Black Bean | Raita,main | side,2,239.76,0,0,1,0.75
20037,Hakka Noodles,main,1,163.87,0,0,0,0.5
20038,Mango Sorbet | Mango Sorbet,main | main,2,351.44,0,0,0,0.5
20039,Veg Club Sandwich | Zinger Burger,main | main,2,814.47,0,0,0,0.5
20040,Lamb Chops | Mushroom Risotto,main | main,2,345.91,0,0,0,0.5
20041,Spaghetti Bolognese | Risotto,main | main,2,380.75,0,0,0,0.5
20042,Kolkata Biryani | Mutton Biryani,main | main,2,752.12,0,0,0,0.65
20043,Cheesecake Slice,main,1,261.87,0,0,0,0.5
20044,Grilled Chicken Steak | Chicken Cordon Bleu,main | main,2,541.35,0,0,0,0.85
20045,Pesarattu | Pesarattu | Pesarattu,main | main | main,3,1142.35,0,0,0,0.5
20046,Veg Kadai,main,1,251.6,0,0,0,0.5
20047,Lasagna | Penne Arrabbiata,main | main,2,522.92,0,0,0,0.6
20048,Loaded Nachos | BBQ Burger,main | main,2,576.65,0,0,0,0.9
20049,Paneer Tikka Masala | Chole Bhature,main | main,2,628.88,0,0,0,0.5
20050,Prawn Biryani,main,1,217.19,0,0,0,0.5
20051,Rava Dosa,main,1,441.47,0,0,0,0.5
20052,Margherita Pizza,main,1,229.32,0,0,0,0.5
20053,Dal Makhani | Veg Kadai,main | main,2,515.03,0,0,0,0.5
20054,Manchurian Gravy | Szechuan Chicken,main | main,2,769.47,0,0,0,0.5
20055,Mixed Grill Plate,main,1,173.61,0,0,0,0.5
20056,Rajma Masala | Rajma Masala,main | main,2,585.98,0,0,0,0.5
20057,Butter Chicken | Jeera Aloo,main | side,2,224.78,0,0,1,0.75
20058,Veg Club Sandwich | Chicken Wrap,main | main,2,305.63,0,0,0,0.5
20059,Veg Biryani | Egg Biryani,main | main,2,369.99,0,0,0,0.5
20060,Chole Bhature | Paneer Tikka Masala | Dal Makhani,main | main | main,3,510.55,0,0,0,0.5
20061,Spring Roll | Masala Papad,main | side,2,496.18,0,0,1,0.75
20062,Veg Kadai | Masala Papad,main | side,2,553.84,0,0,1,0.75
20063,Chicken Tikka Arabian,main,1,241.19,0,0,0,0.5
20064,Chole Bhature,main,1,264.25,0,0,0,0.65
20065,Grilled Chicken Steak | Lamb Chops | Mango Kulfi,main | main | dessert,3,939.26,0,1,0,0.65
20066,Prawn Biryani | Mutton Biryani,main | main,2,666.3,0,0,0,0.5
20067,BBQ Burger | Lemon Iced Tea | Potato Wedges,main | drink | side,3,515.73,1,0,1,0.9
20068,Penne Arrabbiata | Spaghetti Bolognese | Fettuccine Alfredo,main | main | main,3,526.98,0,0,0,0.5
20069,Margherita Pizza | Cold Coffee | Panna Cotta,main | drink | dessert,3,320.71,1,1,0,0.65
20070,Veg Kadai,main,1,270.73,0,0,0,0.85
20071,Chicken Biryani,main,1,246.02,0,0,0,0.5
20072,Veg Kadai | Virgin Mojito,main | drink,2,345.63,1,0,0,0.65
20073,Pepperoni Pizza,main,1,411.36,0,0,0,0.5
20074,Szechuan Chicken | Spring Roll,main | main,2,810.61,0,0,0,0.5
20075,Rava Dosa | Coleslaw,main | side,2,428.02,0,0,1,0.75
20076,Chicken Rogan Josh | Shahi Mutton | Gulab Jamun,main | main | dessert,3,792.58,0,1,0,0.65
20077,Shahi Mutton,main,1,219.09,0,0,0,0.65
20078,Masala Dosa,main,1,167.73,0,0,0,0.5
20079,Kerala Prawn Curry,main,1,348.48,0,0,0,0.5
20080,Risotto,main,1,232.5,0,0,0,0.5
20081,Spaghetti Bolognese,main,1,279.59,0,0,0,0.5
20082,Gulab Jamun Platter | Kulfi Falooda | Gulab Jamun Platter,main | main | main,3,808.26,0,0,0,0.65
20083,Bisi Bele Bath | Kerala Prawn Curry,main | main,2,614.75,0,0,0,0.75
20084,Crispy Chicken Burger | Veg Club Sandwich | Chicken Wrap,main | main | main,3,805.5,0,0,0,0.75
20085,Chicken Rogan Josh | Masala Chai,main | drink,2,361.81,1,0,0,0.65
20086,Gulab Jamun Platter | Gulab Jamun Platter | Watermelon Juice | Choco Lava Cup,main | main | drink | dessert,4,1136.62,1,1,0,0.65
20087,Paneer Tikka Masala,main,1,330.47,0,0,0,0.5
20088,Chicken Rogan Josh | Butter Chicken | Chole Bhature,main | main | main,3,820.02,0,0,0,1
20089,Chicken Wrap,main,1,125.42,0,0,0,0.5
20090,Chilly Paneer,main,1,224.33,0,0,0,0.5
20091,Mutton Biryani | Paneer Biryani | Cold Coffee,main | main | drink,3,382.55,1,0,0,0.65
20092,Masala Dosa,main,1,175.86,0,0,0,0.5
20093,Chilly Paneer,main,1,185.66,0,0,0,0.5
20094,Pepperoni Pizza | Virgin Mojito | Coleslaw,main | drink | side,3,227.07,1,0,1,0.9
20095,Veg Club Sandwich | Zinger Burger,main | main,2,491.8,0,0,0,0.5
20096,Spring Roll | Szechuan Chicken,main | main,2,535.84,0,0,0,0.5
20097,Zinger Burger | Buttermilk | Potato Wedges,main | drink | side,3,281.99,1,0,1,0.9
20098,Prawn Biryani | Veg Biryani | Mutton Biryani | Brownie with Ice Cream,main | main | main | dessert,4,1364.87,0,1,0,0.65
20099,Shawarma Platter,main,1,309.79,0,0,0,0.5
20100,Kung Pao Chicken | Szechuan Chicken | Fresh Lime Soda,main | main | drink,3,641.31,1,0,0,0.65
20101,Crispy Chicken Burger,main,1,293.87,0,0,0,0.5
20102,Gnocchi Pesto,main,1,133.5,0,0,0,0.5
20103,Butter Chicken | Chicken Rogan Josh,main | main,2,341.51,0,0,0,0.5
20104,Rava Dosa | Rava Dosa | Kerala Prawn Curry,main | main | main,3,885.95,0,0,0,0.5
20105,Penne Arrabbiata,main,1,292.36,0,0,0,0.5
20106,Paneer Tikka Masala | Butter Chicken,main | main,2,689.43,0,0,0,0.5
20107,Pepperoni Pizza | Spaghetti Bolognese | Lasagna,main | main | main,3,1221.57,0,0,0,0.5
20108,Szechuan Chicken | Hakka Noodles | Hakka Noodles,main | main | main,3,735.55,0,0,0,0.5
20109,Butter Chicken,main,1,172.55,0,0,0,0.6
20110,Paneer Tikka Masala,main,1,254.88,0,0,0,0.5
20111,Prawn Biryani,main,1,285.41,0,0,0,0.75
20112,Szechuan Chicken | Chilly Paneer,main | main,2,326.14,0,0,0,0.5
20113,Chicken Rogan Josh | Shahi Mutton | Veg Kadai,main | main | main,3,838.13,0,0,0,0.5
20114,Rajma Masala | Shahi Mutton | Jeera Aloo,main | main | side,3,356.48,0,0,1,0.75
20115,Szechuan Chicken,main,1,382.04,0,0,0,0.5
20116,Andhra Chicken Fry,main,1,165.13,0,0,0,0.5
20117,Tiramisu | Gulab Jamun Platter | Corn Salad,main | main | side,3,698.93,0,0,1,1
20118,Rasmalai | Tiramisu,main | main,2,377.63,0,0,0,0.5
20119,Spaghetti Bolognese | Lasagna | Chocolate Mousse,main | main | dessert,3,672.5,0,1,0,0.65
20120,Veg Fried Rice | Kung Pao Chicken,main | main,2,517.91,0,0,0,1
20121,Dal Makhani | Jeera Aloo,main | side,2,526.79,0,0,1,0.75
20122,Butter Chicken | Paneer Tikka Masala | Rajma Masala,main | main | main,3,795.43,0,0,0,0.5
20123,Spaghetti Bolognese | Risotto,main | main,2,359.54,0,0,0,0.5
20124,Gnocchi Pesto | Spaghetti Bolognese,main | main,2,655.96,0,0,0,0.5
20125,Paneer Biryani | Kolkata Biryani | Fresh Lime Soda,main | main | drink,3,387.48,1,0,0,0.65
20126,Veg Biryani,main,1,151.35,0,0,0,0.5
20127,Gulab Jamun Platter | Mango Sorbet,main | main,2,851.96,0,0,0,0.5
20128,Paneer Tikka Masala | Chole Bhature | Watermelon Juice,main | main | drink,3,655.64,1,0,0,0.65
20129,Waffles with Ice Cream | Masala Papad,main | side,2,429.49,0,0,1,0.75
20130,Penne Arrabbiata | Masala Papad,main | side,2,299.97,0,0,1,0.75
20131,Appam Stew | Pesarattu | Rava Dosa | Sugarcane Juice,main | main | main | drink,4,543.68,1,0,0,0.65
20132,Veg Kadai,main,1,110.29,0,0,0,0.65
20133,Kerala Prawn Curry | Phirni,main | dessert,2,251.7,0,1,0,0.65
20134,Beef Tenderloin,main,1,154.16,0,0,0,0.5
20135,Chicken Rogan Josh | Panna Cotta,main | dessert,2,241,0,1,0,0.65
20136,Kung Pao Chicken,main,1,256.57,0,0,0,0.5
20137,Spring Roll | Masala Chai | Chocolate Mousse,main | drink | dessert,3,247.3,1,1,0,0.65
20138,Appam Stew | Appam Stew,main | main,2,747.71,0,0,0,0.5
20139,Pesarattu | Watermelon Juice,main | drink,2,257.4,1,0,0,0.65
20140,Waffles with Ice Cream | Garden Salad,main | side,2,400.47,0,0,1,0.9
20141,Shahi Mutton | Butter Chicken | Gulab Jamun,main | main | dessert,3,559.81,0,1,0,0.65
20142,Manchurian Gravy,main,1,224.92,0,0,0,0.5
20143,Lasagna,main,1,243.26,0,0,0,0.5
20144,Paneer Tikka Masala | Masala Papad,main | side,2,337.52,0,0,1,1
20145,Chilly Paneer,main,1,392.86,0,0,0,0.5
20146,Chicken Biryani | Chicken Biryani | Egg Biryani | Onion Rings,main | main | main | side,4,619.85,0,0,1,0.75
20147,Gnocchi Pesto | Lasagna,main | main,2,614.42,0,0,0,0.5
20148,Dal Makhani,main,1,310.1,0,0,0,0.5
20149,Dal Makhani | Shahi Mutton | Masala Chai,main | main | drink,3,514.01,1,0,0,0.65
20150,Shahi Mutton,main,1,201.84,0,0,0,0.5
20151,Spring Roll | Hakka Noodles | Kung Pao Chicken,main | main | main,3,527.77,0,0,0,0.5
20152,Hyderabadi Dum Biryani,main,1,265.17,0,0,0,0.65
20153,Spring Roll | Spring Roll | Manchurian Gravy | Mango Lassi,main | main | main | drink,4,688.84,1,0,0,0.9
20154,Veg Fried Rice | Veg Fried Rice | Chocolate Mousse,main | main | dessert,3,637.91,0,1,0,0.65
20155,Veg Kadai,main,1,380.87,0,0,0,0.65
20156,Pulled Pork Sandwich | Veg Club Sandwich | Stir Fried Veggies,main | main | side,3,911.56,0,0,1,0.75
