session_id,user_id,restaurant_id,session_timestamp,hour,day_of_week,meal_time,is_weekend,weather_condition,traffic_density,is_festival_day,estimated_delivery_time,delivery_zone,session_engagement_score,num_past_orders_at_restaurant
30254,2278,328,16/04/2025 01:10,18,1,snack,0,Sunny,Low,0,53,central,0.0817,0
30255,3390,163,16/04/2025 01:15,13,5,lunch,1,Cloudy,High,0,48,east,0.63,0
30256,956,247,16/04/2025 01:20,8,4,breakfast,0,Sunny,High,1,63,west,0.2733,0
30257,2572,551,16/04/2025 01:25,15,5,lunch,1,Rainy,Low,0,51,south,0.505,0
30258,1230,569,16/04/2025 01:30,12,6,lunch,1,Cloudy,Jam,0,116,east,0.4733,0
30259,1791,498,16/04/2025 01:35,17,5,snack,1,Sandstorms,Medium,0,57,east,0.4167,0
30260,3706,444,16/04/2025 01:40,18,6,snack,1,Rainy,High,0,68,south,0.6117,0
30261,950,541,16/04/2025 01:45,19,2,dinner,0,Fog,Low,0,26,north,0.6583,0
30262,2096,697,16/04/2025 01:50,17,0,snack,0,Sunny,Medium,0,67,south,0.455,0
30263,2897,107,16/04/2025 01:55,14,5,lunch,1,Sunny,Medium,0,41,north,0.54,0
30264,1219,114,16/04/2025 02:00,14,6,lunch,1,Sunny,Medium,0,59,east,0.42,0
30265,2067,93,16/04/2025 02:05,20,4,dinner,0,Cloudy,Medium,0,60,east,0.475,0
30266,1698,653,16/04/2025 02:10,18,5,snack,1,Sunny,Low,0,34,east,0.3067,0
30267,3971,167,16/04/2025 02:15,22,6,dinner,1,Rainy,High,0,80,west,0.7133,0
30268,2719,494,16/04/2025 02:20,20,1,dinner,0,Cloudy,High,0,68,east,0.4283,0
30269,3059,16,16/04/2025 02:25,19,0,dinner,0,Sunny,High,0,67,west,0.6133,0
30270,609,41,16/04/2025 02:30,12,1,lunch,0,Cloudy,High,0,48,north,0.4983,0
30271,1922,225,16/04/2025 02:35,16,4,snack,0,Sunny,Low,0,44,west,0.5667,0
30272,1020,247,16/04/2025 02:40,9,0,breakfast,0,Fog,High,0,63,west,0.2533,0
30273,1682,302,16/04/2025 02:45,22,1,dinner,0,Sunny,Low,0,55,north,0.5333,0
30274,207,175,16/04/2025 02:50,13,5,lunch,1,Sunny,Low,0,28,north,0.5333,0
30275,2939,512,16/04/2025 02:55,6,2,breakfast,0,Fog,High,0,48,west,0.4983,0
30276,2664,514,16/04/2025 03:00,20,1,dinner,0,Cloudy,Medium,0,33,west,0.5633,0
30277,2639,439,16/04/2025 03:05,19,5,dinner,1,Sunny,Low,0,36,north,0.3383,0
30278,3284,50,16/04/2025 03:10,13,1,lunch,0,Cloudy,Low,1,32,west,0.58,0
30279,747,585,16/04/2025 03:15,13,4,lunch,0,Stormy,Jam,0,81,east,0.4317,1
30280,2980,148,16/04/2025 03:20,10,3,breakfast,0,Cloudy,Medium,0,27,west,0.555,0
30281,762,169,16/04/2025 03:25,19,6,dinner,1,Sunny,High,0,65,central,0.475,0
30282,2190,11,16/04/2025 03:30,14,5,lunch,1,Cloudy,High,0,53,north,0.5633,0
30283,1819,172,16/04/2025 03:35,9,6,breakfast,1,Sunny,High,0,63,central,0.6117,1
30284,2172,277,16/04/2025 03:40,14,6,lunch,1,Rainy,Jam,0,61,north,0.5333,0
30285,3036,110,16/04/2025 03:45,17,6,snack,1,Cloudy,Low,0,41,south,0.4517,1
30286,1019,43,16/04/2025 03:50,16,1,snack,0,Stormy,Jam,0,99,south,0.4983,0
30287,1642,575,16/04/2025 03:55,10,4,breakfast,0,Stormy,Low,0,30,north,0.35,0
30288,2198,134,16/04/2025 04:00,6,2,breakfast,0,Cloudy,Medium,0,43,east,0.8133,0
30289,3952,268,16/04/2025 04:05,20,5,dinner,1,Cloudy,Low,0,39,west,0.3,0
30290,2898,140,16/04/2025 04:10,23,0,dinner,0,Sunny,Low,0,31,west,0.52,0
30291,1085,433,16/04/2025 04:15,17,2,snack,0,Fog,Low,0,41,south,0.4817,0
30292,3376,88,16/04/2025 04:20,20,0,dinner,0,Cloudy,High,0,94,west,0.4617,0
30293,657,367,16/04/2025 04:25,21,3,dinner,0,Stormy,Low,0,38,south,0.52,0
30294,1511,329,16/04/2025 04:30,22,2,dinner,0,Windy,Jam,0,95,west,0.575,1
30295,939,581,16/04/2025 04:35,13,0,lunch,0,Cloudy,High,0,73,central,0.4317,1
30296,919,172,16/04/2025 04:40,6,4,breakfast,0,Sunny,Medium,0,50,central,0.37,1
30297,689,278,16/04/2025 04:45,14,4,lunch,0,Sunny,Medium,0,53,central,0.5483,0
30298,2568,49,16/04/2025 04:50,9,4,breakfast,0,Cloudy,Medium,0,49,south,0.37,0
30299,1114,617,16/04/2025 04:55,18,3,snack,0,Stormy,Medium,0,49,north,0.1133,0
30300,1167,409,16/04/2025 05:00,20,6,dinner,1,Fog,High,0,60,west,0.4433,0
30301,2191,650,16/04/2025 05:05,20,4,dinner,0,Fog,High,0,63,central,0.5883,0
30302,3453,3,16/04/2025 05:10,17,4,snack,0,Sunny,High,1,92,south,0.5883,0
30303,367,88,16/04/2025 05:15,11,2,lunch,0,Sunny,High,0,94,south,0.5333,0
30304,1181,256,16/04/2025 05:20,12,5,lunch,1,Sandstorms,Medium,0,48,east,0.5167,0
30305,512,241,16/04/2025 05:25,20,1,dinner,0,Fog,Medium,0,73,east,0.6,0
30306,1351,134,16/04/2025 05:30,11,0,lunch,0,Fog,Medium,0,43,east,0.2767,0
30307,3520,611,16/04/2025 05:35,8,0,breakfast,0,Sunny,Jam,1,80,east,0.59,0
30308,2447,660,16/04/2025 05:40,20,5,dinner,1,Fog,Medium,0,75,east,0.6333,0
30309,3118,376,16/04/2025 05:45,18,6,snack,1,Fog,Medium,0,48,south,0.4967,0
30310,923,593,16/04/2025 05:50,19,4,dinner,0,Sunny,Medium,0,34,south,0.625,0
30311,92,609,16/04/2025 05:55,19,6,dinner,1,Windy,Medium,0,67,north,0.6767,0
30312,3911,28,16/04/2025 06:00,16,6,snack,1,Cloudy,Medium,0,62,south,0.6333,0
30313,3474,14,16/04/2025 06:05,22,0,dinner,0,Cloudy,High,0,48,north,0.5017,0
30314,1328,198,16/04/2025 06:10,10,5,breakfast,1,Sunny,Medium,1,75,central,0.3683,0
30315,2722,317,16/04/2025 06:15,10,4,breakfast,0,Sunny,Jam,0,72,south,0.62,0
30316,131,99,16/04/2025 06:20,13,3,lunch,0,Sunny,High,0,48,north,0.2183,1
30317,1834,579,16/04/2025 06:25,18,2,snack,0,Cloudy,Medium,0,24,west,0.4833,0
30318,534,420,16/04/2025 06:30,11,4,lunch,0,Sunny,Low,0,36,east,0.4083,0
30319,520,298,16/04/2025 06:35,11,0,lunch,0,Rainy,Low,1,29,south,0.4583,0
30320,294,109,16/04/2025 06:40,14,3,lunch,0,Cloudy,High,0,70,west,0.275,0
30321,1670,572,16/04/2025 06:45,10,1,breakfast,0,Stormy,High,0,81,south,0.455,0
30322,2731,633,16/04/2025 06:50,20,0,dinner,0,Sunny,Medium,0,40,central,0.475,0
30323,3822,496,16/04/2025 06:55,18,5,snack,1,Fog,Jam,0,76,east,0.42,0
30324,2461,670,16/04/2025 07:00,14,6,lunch,1,Sunny,Medium,0,66,north,0.4833,0
30325,3895,12,16/04/2025 07:05,20,0,dinner,0,Windy,Medium,0,47,north,0.4867,0
30326,2684,569,16/04/2025 07:10,2,1,late_night,0,Cloudy,High,0,94,south,0.4517,0
30327,10,377,16/04/2025 07:15,10,0,breakfast,0,Sunny,Medium,0,75,central,0.4367,0
30328,613,436,16/04/2025 07:20,8,4,breakfast,0,Fog,Medium,0,43,west,0.3417,0
30329,1108,39,16/04/2025 07:25,6,1,breakfast,0,Sunny,Medium,0,30,south,0.3967,0
30330,3454,581,16/04/2025 07:30,8,6,breakfast,1,Sunny,Low,0,49,west,0.2533,0
30331,1176,452,16/04/2025 07:35,13,1,lunch,0,Rainy,Medium,0,42,central,0.6667,0
30332,2654,348,16/04/2025 07:40,1,4,late_night,0,Sunny,Medium,0,34,east,0.6017,0
30333,3935,272,16/04/2025 07:45,13,1,lunch,0,Sunny,Medium,0,29,south,0.54,0
30334,3275,117,16/04/2025 07:50,16,5,snack,1,Sunny,Medium,0,46,central,0.3433,0
30335,159,43,16/04/2025 07:55,20,3,dinner,0,Sunny,Medium,0,64,south,0.4133,0
30336,680,217,16/04/2025 08:00,10,2,breakfast,0,Sandstorms,High,0,51,south,0.475,0
30337,422,275,16/04/2025 08:05,1,0,late_night,0,Sunny,High,0,61,south,0.4783,0
30338,3005,281,16/04/2025 08:10,17,0,snack,0,Cloudy,Medium,0,37,south,0.3,0
30339,1317,654,16/04/2025 08:15,23,5,dinner,1,Fog,High,0,51,central,0.6233,0
30340,2109,550,16/04/2025 08:20,15,2,lunch,0,Fog,High,0,62,west,0.6183,0
30341,2195,202,16/04/2025 08:25,18,4,snack,0,Cloudy,Jam,0,59,north,0.0933,0
30342,2072,561,16/04/2025 08:30,12,5,lunch,1,Fog,High,0,42,north,0.37,0
30343,2447,608,16/04/2025 08:35,15,4,lunch,0,Cloudy,Jam,0,66,east,0.5333,0
30344,1977,359,16/04/2025 08:40,12,5,lunch,1,Sunny,Low,0,48,south,0.16,0
30345,1275,444,16/04/2025 08:45,18,1,snack,0,Fog,High,1,68,west,0.59,0
30346,3722,690,16/04/2025 08:50,21,3,dinner,0,Sunny,Jam,0,70,central,0.25,0
30347,2726,699,16/04/2025 08:55,7,5,breakfast,1,Fog,High,0,56,west,0.3217,0
30348,2556,355,16/04/2025 09:00,8,2,breakfast,0,Sunny,Low,0,45,north,0.3383,0
30349,3622,28,16/04/2025 09:05,20,0,dinner,0,Windy,Medium,0,62,north,0.42,0
30350,3851,560,16/04/2025 09:10,15,0,lunch,0,Fog,Medium,0,31,central,0.6117,0
30351,1405,87,16/04/2025 09:15,11,2,lunch,0,Fog,High,0,39,south,0.4983,0
30352,3778,660,16/04/2025 09:20,15,6,lunch,1,Cloudy,Medium,0,75,north,0.4333,0
30353,3624,96,16/04/2025 09:25,12,5,lunch,1,Sunny,Low,0,32,north,0.5133,2
30354,3964,123,16/04/2025 09:30,21,6,dinner,1,Rainy,High,1,44,west,0.4983,0
30355,2403,581,16/04/2025 09:35,17,4,snack,0,Cloudy,High,0,73,central,0.1867,0
30356,3745,626,16/04/2025 09:40,11,0,lunch,0,Cloudy,Medium,0,30,west,0.4633,0
30357,289,552,16/04/2025 09:45,12,1,lunch,0,Sunny,High,0,41,east,0.6067,0
30358,2278,219,16/04/2025 09:50,7,3,breakfast,0,Fog,High,0,80,central,0.315,0
30359,3122,51,16/04/2025 09:55,23,2,dinner,0,Fog,High,0,91,central,0.42,0
30360,1890,193,16/04/2025 10:00,16,5,snack,1,Rainy,Medium,0,55,south,0.555,0
30361,1357,379,16/04/2025 10:05,23,6,dinner,1,Sunny,Medium,0,75,west,0.5217,0
30362,1737,392,16/04/2025 10:10,11,5,lunch,1,Sunny,Medium,0,70,south,0.5683,0
30363,963,646,16/04/2025 10:15,9,4,breakfast,0,Sunny,Jam,0,38,west,0.4317,0
30364,3423,197,16/04/2025 10:20,19,3,dinner,0,Sunny,Low,0,26,east,0.5083,0
30365,216,215,16/04/2025 10:25,21,2,dinner,0,Sunny,Jam,0,55,west,0.49,0
30366,2642,33,16/04/2025 10:30,17,1,snack,0,Rainy,Jam,0,52,central,0.5433,0
30367,2856,36,16/04/2025 10:35,20,0,dinner,0,Sunny,Medium,0,46,south,0.4967,0
30368,2031,644,16/04/2025 10:40,14,1,lunch,0,Rainy,Jam,0,87,south,0.5983,0
30369,2244,333,16/04/2025 10:45,19,0,dinner,0,Rainy,High,0,72,central,0.415,0
30370,671,459,16/04/2025 10:50,11,3,lunch,0,Sunny,High,0,49,west,0.7667,0
30371,3214,108,16/04/2025 10:55,7,1,breakfast,0,Rainy,High,0,39,west,0.4483,0
30372,815,556,16/04/2025 11:00,21,0,dinner,0,Cloudy,Medium,0,40,east,0.2067,0
30373,1658,127,16/04/2025 11:05,22,3,dinner,0,Fog,Medium,0,52,south,0.49,0
30374,591,189,16/04/2025 11:10,19,6,dinner,1,Rainy,Jam,0,72,north,0.3733,0
30375,2293,218,16/04/2025 11:15,18,6,snack,1,Cloudy,High,0,76,east,0.5183,0
30376,3384,619,16/04/2025 11:20,8,6,breakfast,1,Cloudy,Medium,0,64,west,0.4733,1
30377,1607,61,16/04/2025 11:25,20,0,dinner,0,Sandstorms,High,0,50,central,0.3617,0
30378,3647,445,16/04/2025 11:30,21,5,dinner,1,Fog,High,0,32,east,0.4633,0
30379,2207,359,16/04/2025 11:35,15,5,lunch,1,Rainy,Jam,0,88,central,0.44,0
30380,685,160,16/04/2025 11:40,22,4,dinner,0,Sunny,Low,0,47,central,0.3967,0
30381,1558,303,16/04/2025 11:45,20,3,dinner,0,Windy,High,0,71,west,0.6883,0
30382,931,541,16/04/2025 11:50,8,6,breakfast,1,Rainy,Low,1,26,south,0.35,0
30383,633,486,16/04/2025 11:55,17,2,snack,0,Cloudy,Medium,0,74,north,0.4983,0
30384,3317,507,16/04/2025 12:00,23,0,dinner,0,Sunny,Medium,0,45,east,0.5483,0
30385,3763,64,16/04/2025 12:05,14,0,lunch,0,Sunny,Low,0,23,east,0.42,0
30386,726,97,16/04/2025 12:10,7,4,breakfast,0,Cloudy,High,1,84,central,0.61,0
30387,1520,508,16/04/2025 12:15,15,4,lunch,0,Rainy,Medium,0,39,south,0.5833,0
30388,2921,202,16/04/2025 12:20,16,6,snack,1,Sunny,Medium,0,38,central,0.4433,0
30389,1243,378,16/04/2025 12:25,18,4,snack,0,Rainy,Jam,0,69,east,0.58,0
30390,998,657,16/04/2025 12:30,19,4,dinner,0,Cloudy,Medium,0,65,south,0.1833,0
30391,3043,79,16/04/2025 12:35,11,2,lunch,0,Cloudy,Medium,0,52,south,0.5083,0
30392,1031,200,16/04/2025 12:40,14,3,lunch,0,Sunny,Medium,0,49,central,0.5533,0
30393,1646,75,16/04/2025 12:45,8,6,breakfast,1,Rainy,Medium,1,64,central,0.4967,0
30394,910,11,16/04/2025 12:50,19,6,dinner,1,Sunny,High,0,53,west,0.2167,0
30395,3917,79,16/04/2025 12:55,18,6,snack,1,Rainy,High,0,64,west,0.455,1
30396,3197,476,16/04/2025 13:00,13,2,lunch,0,Sunny,Medium,0,30,south,0.5083,0
30397,752,545,16/04/2025 13:05,15,0,lunch,0,Cloudy,Jam,0,104,east,0.4167,1
30398,2262,122,16/04/2025 13:10,21,1,dinner,0,Rainy,High,0,41,central,0.3733,1
30399,1917,128,16/04/2025 13:15,13,0,lunch,0,Cloudy,Medium,0,42,east,0.495,0
30400,3948,520,16/04/2025 13:20,8,5,breakfast,1,Sunny,High,0,38,central,0.4433,0
30401,3941,178,16/04/2025 13:25,19,2,dinner,0,Fog,High,0,75,south,0.5633,0
30402,1298,199,16/04/2025 13:30,14,5,lunch,1,Cloudy,High,0,94,central,0.3267,0
30403,898,201,16/04/2025 13:35,12,1,lunch,0,Cloudy,Medium,0,62,central,0.4317,0
30404,1230,619,16/04/2025 13:40,11,2,lunch,0,Cloudy,High,0,80,east,0.4733,0
30405,213,313,16/04/2025 13:45,23,6,dinner,1,Rainy,Jam,0,76,central,0.3767,0
30406,2502,352,16/04/2025 13:50,13,4,lunch,0,Sunny,Low,0,42,north,0.4633,1
30407,18,685,16/04/2025 13:55,11,2,lunch,0,Sunny,High,0,56,central,0.4833,0
30408,3326,608,16/04/2025 14:00,17,5,snack,1,Sunny,High,0,54,east,0.3733,0
30409,3929,51,16/04/2025 14:05,10,6,breakfast,1,Fog,High,0,91,south,0.0933,0
30410,589,438,16/04/2025 14:10,19,5,dinner,1,Windy,High,0,92,south,0.6317,0
30411,2863,609,16/04/2025 14:15,9,2,breakfast,0,Cloudy,Medium,1,67,east,0.4083,0
30412,2327,491,16/04/2025 14:20,21,4,dinner,0,Rainy,High,1,54,west,0.5367,0
30413,1928,10,16/04/2025 14:25,19,2,dinner,0,Stormy,Low,0,34,west,0.5567,1
30414,3015,604,16/04/2025 14:30,18,3,snack,0,Fog,Low,0,64,west,0.4317,1
30415,2068,663,16/04/2025 14:35,11,4,lunch,0,Fog,High,1,61,south,0.4167,0
30416,2388,185,16/04/2025 14:40,8,5,breakfast,1,Stormy,Jam,0,102,south,0.4783,0
30417,2195,214,16/04/2025 14:45,23,1,dinner,0,Cloudy,Medium,0,37,north,0.0933,1
30418,716,631,16/04/2025 14:50,16,2,snack,0,Sunny,Medium,0,37,south,0.6417,0
30419,1733,332,16/04/2025 14:55,11,5,lunch,1,Sunny,Low,0,40,south,0.5983,0
30420,966,459,16/04/2025 15:00,13,0,lunch,0,Stormy,Medium,1,40,central,0.335,0
30421,2538,612,16/04/2025 15:05,1,0,late_night,0,Cloudy,Medium,0,36,south,0.455,0
30422,1971,41,16/04/2025 15:10,5,2,late_night,0,Sunny,Low,1,33,west,0.2833,0
30423,2598,141,16/04/2025 15:15,17,4,snack,0,Stormy,High,0,47,central,0.2967,0
30424,3573,252,16/04/2025 15:20,21,1,dinner,0,Cloudy,High,0,62,east,0.495,0
30425,36,76,16/04/2025 15:25,15,5,lunch,1,Rainy,Jam,0,84,north,0.3967,0
30426,3826,218,16/04/2025 15:30,15,6,lunch,1,Stormy,Medium,1,61,central,0.405,0
30427,476,451,16/04/2025 15:35,20,4,dinner,0,Windy,Low,0,53,north,0.4433,0
30428,3615,46,16/04/2025 15:40,17,0,snack,0,Windy,Medium,0,69,east,0.4633,0
30429,626,226,16/04/2025 15:45,14,1,lunch,0,Cloudy,Medium,0,42,east,0.2533,0
30430,2273,213,16/04/2025 15:50,16,3,snack,0,Rainy,High,0,76,west,0.14,0
30431,1019,103,16/04/2025 15:55,20,5,dinner,1,Rainy,Medium,0,54,south,0.5317,0
30432,2813,3,16/04/2025 16:00,17,2,snack,0,Rainy,Medium,0,74,east,0.5567,0
30433,2955,257,16/04/2025 16:05,10,5,breakfast,1,Sunny,Low,0,45,west,0.6067,0
30434,2605,363,16/04/2025 16:10,19,4,dinner,0,Windy,Medium,0,75,south,0.455,0
30435,3123,315,16/04/2025 16:15,8,0,breakfast,0,Sandstorms,Medium,0,51,central,0.6217,0
30436,2335,680,16/04/2025 16:20,20,6,dinner,1,Rainy,Low,0,64,central,0.5017,0
30437,789,601,16/04/2025 16:25,18,4,snack,0,Sunny,Medium,0,46,east,0.6317,0
30438,693,337,16/04/2025 16:30,21,3,dinner,0,Rainy,Jam,0,93,north,0.4083,1
30439,3151,104,16/04/2025 16:35,20,0,dinner,0,Sunny,High,0,55,south,0.5567,2
30440,1037,214,16/04/2025 16:40,10,4,breakfast,0,Cloudy,Medium,1,37,central,0.5983,0
30441,2120,413,16/04/2025 16:45,11,6,lunch,1,Rainy,Jam,0,116,west,0.6183,0
30442,2177,148,16/04/2025 16:50,14,2,lunch,0,Sunny,Medium,0,27,south,0.2067,0
30443,1222,487,16/04/2025 16:55,13,4,lunch,0,Rainy,Low,0,39,south,0.1167,0
30444,1741,33,16/04/2025 17:00,7,2,breakfast,0,Sunny,Medium,0,34,east,0.5067,0
30445,1765,595,16/04/2025 17:05,8,6,breakfast,1,Cloudy,High,0,40,north,0.4667,0
30446,1544,315,16/04/2025 17:10,10,6,breakfast,1,Rainy,Jam,0,78,west,0.5567,0
30447,2505,147,16/04/2025 17:15,21,1,dinner,0,Sunny,Medium,0,71,south,0.5417,0
30448,2016,667,16/04/2025 17:20,22,0,dinner,0,Fog,Low,0,46,central,0.5767,0
30449,1069,76,16/04/2025 17:25,9,2,breakfast,0,Cloudy,Low,0,46,south,0.42,0
30450,2917,475,16/04/2025 17:30,10,2,breakfast,0,Sunny,Low,0,38,central,0.3083,0
30451,117,572,16/04/2025 17:35,9,2,breakfast,0,Sunny,High,0,81,east,0.545,0
30452,463,566,16/04/2025 17:40,15,6,lunch,1,Cloudy,High,0,87,east,0.6067,0
30453,529,272,16/04/2025 17:45,16,1,snack,0,Sunny,High,0,36,north,0.635,1
30454,2023,620,16/04/2025 17:50,23,6,dinner,1,Sunny,Low,0,37,east,0.5083,0
30455,3809,188,16/04/2025 17:55,8,6,breakfast,1,Cloudy,Jam,0,59,west,0.2167,1
30456,1995,235,16/04/2025 18:00,17,2,snack,0,Sunny,Medium,1,55,north,0.23,0
30457,2443,32,16/04/2025 18:05,10,4,breakfast,0,Fog,Jam,0,85,west,0.5367,0
30458,1457,1,16/04/2025 18:10,22,0,dinner,0,Sunny,Medium,0,52,south,0.6,0
30459,3017,144,16/04/2025 18:15,13,2,lunch,0,Fog,High,0,65,east,0.4083,0
30460,3443,74,16/04/2025 18:20,23,4,dinner,0,Sunny,High,0,60,north,0.5017,0
30461,2245,60,16/04/2025 18:25,11,1,lunch,0,Cloudy,High,1,41,north,0.6417,0
30462,2577,611,16/04/2025 18:30,20,3,dinner,0,Sunny,Jam,0,80,west,0.2283,0
30463,2395,458,16/04/2025 18:35,9,6,breakfast,1,Rainy,High,0,44,south,0.2867,0
30464,3049,53,16/04/2025 18:40,19,3,dinner,0,Sunny,Jam,1,85,central,0.545,0
30465,1806,271,16/04/2025 18:45,12,5,lunch,1,Rainy,High,0,62,central,0.44,0
30466,606,233,16/04/2025 18:50,7,1,breakfast,0,Sunny,Low,0,64,west,0.4,0
30467,3233,374,16/04/2025 18:55,17,1,snack,0,Sunny,Low,0,37,south,0.715,0
30468,2929,403,16/04/2025 19:00,23,0,dinner,0,Rainy,Low,0,32,central,0.4617,0
30469,3576,300,16/04/2025 19:05,18,6,snack,1,Sunny,High,0,89,south,0.1867,0
30470,3447,148,16/04/2025 19:10,16,2,snack,0,Stormy,Low,0,23,west,0.175,0
30471,3330,290,16/04/2025 19:15,21,6,dinner,1,Cloudy,Medium,0,38,south,0.2533,0
30472,2375,606,16/04/2025 19:20,1,4,late_night,0,Windy,Low,0,61,north,0.6233,0
30473,882,199,16/04/2025 19:25,14,4,lunch,0,Fog,Medium,0,75,west,0.1367,0
30474,2510,9,16/04/2025 19:30,14,3,lunch,0,Cloudy,Jam,1,80,north,0.3383,0
30475,3984,612,16/04/2025 19:35,11,4,lunch,0,Sunny,High,0,45,central,0.5083,0
30476,3370,91,16/04/2025 19:40,14,6,lunch,1,Cloudy,Low,0,28,central,0.1983,1
30477,115,393,16/04/2025 19:45,13,2,lunch,0,Sunny,High,0,49,east,0.14,0
30478,3542,652,16/04/2025 19:50,20,2,dinner,0,Rainy,High,0,46,south,0.385,0
30479,1075,171,16/04/2025 19:55,8,5,breakfast,1,Sunny,Medium,0,54,north,0.61,0
30480,2332,541,16/04/2025 20:00,16,2,snack,0,Fog,Low,0,26,south,0.2933,0
30481,2218,603,16/04/2025 20:05,18,2,snack,0,Fog,High,1,94,south,0.2633,0
30482,3219,318,16/04/2025 20:10,11,6,lunch,1,Sunny,High,1,77,east,0.3733,0
30483,2437,335,16/04/2025 20:15,14,4,lunch,0,Rainy,Jam,0,48,west,0.665,0
30484,1162,598,16/04/2025 20:20,15,4,lunch,0,Windy,High,0,79,central,0.14,0
30485,629,138,16/04/2025 20:25,12,1,lunch,0,Sunny,Medium,0,37,east,0.2633,0
30486,1611,456,16/04/2025 20:30,17,4,snack,0,Sunny,Jam,0,77,south,0.2217,0
30487,1464,605,16/04/2025 20:35,8,3,breakfast,0,Windy,Jam,0,104,south,0.6883,0
30488,3441,91,16/04/2025 20:40,1,0,late_night,0,Cloudy,Medium,0,33,south,0.415,0
30489,3684,47,16/04/2025 20:45,9,6,breakfast,1,Fog,Medium,0,52,west,0.6567,0
30490,248,118,16/04/2025 20:50,19,4,dinner,0,Cloudy,High,0,94,south,0.3917,0
30491,1390,543,16/04/2025 20:55,21,6,dinner,1,Cloudy,High,0,36,south,0.4583,0
30492,2161,232,16/04/2025 21:00,15,5,lunch,1,Fog,Low,0,52,north,0.5883,0
30493,3665,647,16/04/2025 21:05,12,4,lunch,0,Cloudy,Low,0,58,north,0.7067,0
30494,1937,99,16/04/2025 21:10,15,5,lunch,1,Rainy,Jam,0,60,north,0.66,0
30495,3390,542,16/04/2025 21:15,7,5,breakfast,1,Sunny,Low,1,39,east,0.63,0
30496,3836,249,16/04/2025 21:20,18,5,snack,1,Sunny,Jam,0,85,west,0.4933,0
30497,1617,201,16/04/2025 21:25,8,4,breakfast,0,Rainy,Medium,0,62,west,0.4933,0
30498,2415,129,16/04/2025 21:30,19,6,dinner,1,Cloudy,High,0,83,east,0.6433,0
30499,203,246,16/04/2025 21:35,8,3,breakfast,0,Windy,Low,0,44,west,0.6233,0
30500,1705,46,16/04/2025 21:40,7,3,breakfast,0,Fog,High,0,86,north,0.24,0
30501,485,676,16/04/2025 21:45,9,6,breakfast,1,Cloudy,High,0,58,west,0.5017,0
30502,446,593,16/04/2025 21:50,20,0,dinner,0,Sunny,Jam,1,52,north,0.4233,0
30503,291,450,16/04/2025 21:55,19,1,dinner,0,Cloudy,High,0,94,east,0.5767,0
30504,3626,17,16/04/2025 22:00,11,3,lunch,0,Cloudy,Low,0,22,north,0.1517,0
30505,2411,59,16/04/2025 22:05,15,4,lunch,0,Fog,High,1,90,central,0.2067,0
30506,990,127,16/04/2025 22:10,10,1,breakfast,0,Sunny,Jam,1,81,central,0.58,0
30507,2940,573,16/04/2025 22:15,13,1,lunch,0,Sunny,Low,0,58,north,0.175,0
30508,672,123,16/04/2025 22:20,10,6,breakfast,1,Fog,Medium,0,35,east,0.3183,0
30509,1319,300,16/04/2025 22:25,14,6,lunch,1,Sunny,Medium,0,71,north,0.2067,0
30510,1106,355,16/04/2025 22:30,20,3,dinner,0,Sunny,Low,0,45,west,0.4867,1
30511,2652,614,16/04/2025 22:35,8,4,breakfast,0,Rainy,Medium,0,54,north,0.3733,0
30512,50,682,16/04/2025 22:40,7,2,breakfast,0,Fog,High,0,86,central,0.3967,1
30513,3989,206,16/04/2025 22:45,12,4,lunch,0,Sunny,Medium,1,73,east,0.4133,0
30514,534,7,16/04/2025 22:50,9,5,breakfast,1,Stormy,High,0,59,east,0.4083,0
30515,308,31,16/04/2025 22:55,12,1,lunch,0,Cloudy,Medium,0,34,central,0.5517,0
30516,2202,696,16/04/2025 23:00,20,0,dinner,0,Rainy,Jam,0,89,north,0.3083,0
30517,2838,694,16/04/2025 23:05,16,1,snack,0,Sunny,High,0,47,south,0.6583,0
30518,1093,526,16/04/2025 23:10,8,5,breakfast,1,Fog,Jam,0,116,west,0.4517,0
30519,3543,232,16/04/2025 23:15,10,5,breakfast,1,Rainy,Medium,0,61,central,0.6167,1
30520,1832,242,16/04/2025 23:20,13,5,lunch,1,Fog,High,0,94,west,0.5017,0
30521,753,82,16/04/2025 23:25,13,2,lunch,0,Fog,High,0,70,south,0.7433,0
30522,1932,297,16/04/2025 23:30,13,2,lunch,0,Sunny,Low,0,64,north,0.23,1
30523,2245,157,16/04/2025 23:35,14,2,lunch,0,Cloudy,High,0,51,north,0.5083,0
30524,691,311,16/04/2025 23:40,17,4,snack,0,Fog,Medium,0,37,central,0.2533,1
30525,203,471,16/04/2025 23:45,15,6,lunch,1,Rainy,Low,0,37,west,0.5567,0
30526,1660,62,16/04/2025 23:50,22,4,dinner,0,Sunny,High,0,82,north,0.52,0
30527,1326,268,16/04/2025 23:55,6,0,breakfast,0,Sunny,Low,0,39,south,0.6217,0
30528,3678,193,17/04/2025 00:00,14,4,lunch,0,Sunny,Medium,0,55,north,0.5783,0
30529,2368,76,17/04/2025 00:05,10,0,breakfast,0,Cloudy,Medium,0,54,east,0.5517,0
30530,3486,434,17/04/2025 00:10,20,5,dinner,1,Sunny,Low,0,32,north,0.52,0
30531,1009,72,17/04/2025 00:15,14,1,lunch,0,Sunny,Jam,0,87,east,0.7833,1
30532,3697,13,17/04/2025 00:20,8,4,breakfast,0,Sandstorms,High,0,49,north,0.575,0
