session_id,any_addon_added,actual_added_addon_names,actual_added_addon_categories,actual_added_addon_count,actual_added_addon_value,final_order_value
4856,0,none,none,0,0,441.99
4857,0,none,none,0,0,248.49
4858,1,Puri | Stuffed Paratha | Panna Cotta,bread | bread | dessert,3,148.24,547.47
4859,0,none,none,0,0,345
4860,0,none,none,0,0,375.72
4861,1,Tandoori Roti,bread,1,30,164.09
4862,1,Kheer | Choco Lava Cup,dessert | dessert,2,247.22,508.17
4863,0,none,none,0,0,567.04
4864,0,none,none,0,0,565.64
4865,0,none,none,0,0,169.44
4866,0,none,none,0,0,554.7
4867,0,none,none,0,0,982.81
4868,0,none,none,0,0,173.32
4869,1,Coleslaw,side,1,120.37,427.78
4870,1,Jeera Aloo | Steamed Vegetables | Cheese Dip,side | side | dip,3,198.04,592.62
4871,0,none,none,0,0,589.66
4872,1,Tamarind Chutney,dip,1,38.2,605.4
4873,0,none,none,0,0,488.42
4874,1,Kheer,dessert,1,98.58,905.21
4875,0,none,none,0,0,1133.03
4876,0,none,none,0,0,268.93
4877,0,none,none,0,0,307.34
4878,0,none,none,0,0,323.15
4879,0,none,none,0,0,378.99
4880,0,none,none,0,0,751.77
4881,0,none,none,0,0,189.96
4882,1,Watermelon Juice | Steamed Basmati | Raita,drink | rice | side,3,278.52,634.48
4883,0,none,none,0,0,175.44
4884,0,none,none,0,0,498.6
4885,0,none,none,0,0,550.19
4886,1,Masala Papad,side,1,108.71,343.72
4887,0,none,none,0,0,401.68
4888,1,Corn Salad | Rasgulla,side | dessert,2,238.25,486.52
4889,0,none,none,0,0,533.62
4890,1,Mango Kulfi | Multigrain Bread | Garlic Bread Sticks,dessert | bread | bread,3,294.45,840.7
4891,1,Phirni,dessert,1,72.48,531.25
4892,0,none,none,0,0,510.34
4893,0,none,none,0,0,593.35
4894,0,none,none,0,0,356.93
4895,1,Lemon Iced Tea | Chocolate Mousse,drink | dessert,2,122.55,525.21
4896,1,Salsa Dip,dip,1,48.2,306.03
4897,0,none,none,0,0,519.27
4898,0,none,none,0,0,848.64
4899,0,none,none,0,0,264.83
4900,0,none,none,0,0,247.55
4901,0,none,none,0,0,193.62
4902,1,Gajar Halwa,dessert,1,96.56,780.79
4903,0,none,none,0,0,376.54
4904,0,none,none,0,0,202.38
4905,0,none,none,0,0,461.13
4906,1,Brownie with Ice Cream,dessert,1,61.39,588.08
4907,0,none,none,0,0,668.86
4908,0,none,none,0,0,326.49
4909,0,none,none,0,0,669.52
4910,0,none,none,0,0,736.83
4911,0,none,none,0,0,204.53
4912,0,none,none,0,0,333.56
4913,0,none,none,0,0,264.82
4914,0,none,none,0,0,186.12
4915,0,none,none,0,0,214.45
4916,0,none,none,0,0,475.48
4917,0,none,none,0,0,178.47
4918,0,none,none,0,0,266.27
4919,0,none,none,0,0,233.6
4920,0,none,none,0,0,313.67
4921,0,none,none,0,0,587
4922,0,none,none,0,0,381.18
4923,1,Garlic Naan | Multigrain Bread | Gnocchi Pesto,bread | bread | main,3,436.44,1147.11
4924,0,none,none,0,0,155.72
4925,0,none,none,0,0,320.85
4926,1,Mint Chutney,dip,1,30,228.71
4927,1,Potato Wedges,side,1,149.74,590.09
4928,1,Watermelon Juice | Lemon Iced Tea | Garlic Naan,drink | drink | bread,3,139.06,303.27
4929,0,none,none,0,0,201.65
4930,0,none,none,0,0,438.38
4931,0,none,none,0,0,747.95
4932,0,none,none,0,0,151.78
4933,0,none,none,0,0,305.42
4934,0,none,none,0,0,282.29
4935,0,none,none,0,0,811.58
4936,0,none,none,0,0,842.31
4937,0,none,none,0,0,307.45
4938,0,none,none,0,0,394.54
4939,1,Jeera Aloo | Cheese Naan,side | bread,2,256.33,1265.54
4940,0,none,none,0,0,494.83
4941,0,none,none,0,0,181.77
4942,0,none,none,0,0,407.05
4943,0,none,none,0,0,437.54
4944,1,Masala Chai | Fresh Lime Soda,drink | drink,2,162.96,714.79
4945,0,none,none,0,0,267.43
4946,0,none,none,0,0,161.17
4947,0,none,none,0,0,142.27
4948,0,none,none,0,0,371.62
4949,0,none,none,0,0,173.35
4950,1,Chicken Biryani,main,1,300.45,657.81
4951,0,none,none,0,0,168.07
4952,0,none,none,0,0,393.14
4953,0,none,none,0,0,332.59
4954,1,Raita | Buttermilk,side | drink,2,123.12,671.42
4955,0,none,none,0,0,396.22
4956,0,none,none,0,0,385.39
4957,0,none,none,0,0,271.28
4958,0,none,none,0,0,516.4
4959,0,none,none,0,0,334.84
4960,0,none,none,0,0,543.68
4961,0,none,none,0,0,939.44
4962,0,none,none,0,0,153.66
4963,0,none,none,0,0,415.04
4964,0,none,none,0,0,257.88
4965,1,Gajar Halwa,dessert,1,115.74,990.48
4966,0,none,none,0,0,480.92
4967,0,none,none,0,0,223.02
4968,0,none,none,0,0,613.15
4969,0,none,none,0,0,532.34
4970,0,none,none,0,0,171.13
4971,0,none,none,0,0,765.9
4972,0,none,none,0,0,234.77
4973,0,none,none,0,0,352.95
4974,0,none,none,0,0,453.39
4975,1,Salsa Dip | Masala Chai | Virgin Mojito | Virgin Mojito,dip | drink | drink | drink,4,182.94,485.3
4976,0,none,none,0,0,243.26
4977,0,none,none,0,0,204.18
4978,1,Mango Kulfi,dessert,1,69.84,360.2
4979,0,none,none,0,0,1114.53
4980,0,none,none,0,0,390.94
4981,0,none,none,0,0,356.31
4982,0,none,none,0,0,619.1
4983,0,none,none,0,0,625.54
4984,0,none,none,0,0,337.42
4985,0,none,none,0,0,606.37
4986,1,Cheese Dip | Banana Milkshake,dip | drink,2,98.14,631.41
4987,0,none,none,0,0,366.31
4988,0,none,none,0,0,390.11
4989,0,none,none,0,0,360.54
4990,0,none,none,0,0,179.72
4991,1,Paratha,bread,1,30,187.87
4992,1,Sugarcane Juice,drink,1,59.71,171.7
4993,1,Panna Cotta,dessert,1,76.1,264.03
4994,0,none,none,0,0,1302.6
4995,0,none,none,0,0,549.85
4996,1,Sugarcane Juice,drink,1,70.47,275.87
4997,1,Sriracha Sauce,dip,1,30,391.17
4998,1,Chocolate Mousse,dessert,1,166.89,906.15
4999,0,none,none,0,0,268.58
5000,0,none,none,0,0,834.98
5001,0,none,none,0,0,642.23
5002,0,none,none,0,0,225.84
5003,0,none,none,0,0,223.8
5004,1,Lemon Iced Tea,drink,1,75.65,596.38
5005,0,none,none,0,0,550.44
5006,0,none,none,0,0,757.18
5007,0,none,none,0,0,345.37
5008,0,none,none,0,0,921.26
5009,0,none,none,0,0,441.6
5010,0,none,none,0,0,171.04
5011,0,none,none,0,0,312.18
5012,0,none,none,0,0,584.24
5013,0,none,none,0,0,533.86
5014,0,none,none,0,0,776.64
5015,1,Curd Rice,rice,1,193.3,652.19
5016,0,none,none,0,0,611.06
5017,0,none,none,0,0,313.51
5018,0,none,none,0,0,280.06
5019,1,Mango Lassi | Watermelon Juice,drink | drink,2,148.58,647.43
5020,1,Gulab Jamun | Banana Milkshake,dessert | drink,2,127.16,547.26
5021,0,none,none,0,0,211.65
5022,1,Dal Makhani,main,1,243.7,758.98
5023,1,Saffron Rice | Coleslaw,rice | side,2,327.79,1038.63
5024,0,none,none,0,0,158.96
5025,0,none,none,0,0,527.48
5026,0,none,none,0,0,231.02
5027,0,none,none,0,0,235.53
5028,0,none,none,0,0,219.09
5029,0,none,none,0,0,842.38
5030,0,none,none,0,0,361.18
5031,0,none,none,0,0,203.54
5032,0,none,none,0,0,612.87
5033,0,none,none,0,0,291.26
5034,0,none,none,0,0,429.57
5035,0,none,none,0,0,826.39
5036,0,none,none,0,0,850.15
5037,0,none,none,0,0,408.38
5038,1,Chocolate Mousse,dessert,1,183.15,1406.35
5039,0,none,none,0,0,390.75
5040,0,none,none,0,0,372.49
5041,0,none,none,0,0,202.84
5042,1,Cheese Balls | Chocolate Mousse,starter | dessert,2,174.65,440.03
5043,1,Choco Lava Cup,dessert,1,130.13,475.24
5044,0,none,none,0,0,1308.71
5045,0,none,none,0,0,362.14
5046,0,none,none,0,0,428.84
5047,0,none,none,0,0,337.24
5048,0,none,none,0,0,309
5049,0,none,none,0,0,596.98
5050,0,none,none,0,0,670.4
5051,0,none,none,0,0,416.48
5052,0,none,none,0,0,490.1
5053,0,none,none,0,0,259.81
5054,0,none,none,0,0,544.01
5055,0,none,none,0,0,245.04
5056,0,none,none,0,0,485.6
5057,0,none,none,0,0,772.89
5058,1,Cold Coffee,drink,1,45.97,220.71
5059,0,none,none,0,0,143.23
5060,0,none,none,0,0,834.79
5061,0,none,none,0,0,632.25
5062,0,none,none,0,0,297.73
5063,0,none,none,0,0,676.52
5064,0,none,none,0,0,244.36
5065,0,none,none,0,0,547.59
5066,0,none,none,0,0,360.27
5067,0,none,none,0,0,565.85
5068,0,none,none,0,0,902.4
5069,0,none,none,0,0,223.75
5070,0,none,none,0,0,669.42
5071,0,none,none,0,0,385.9
5072,0,none,none,0,0,384.48
5073,0,none,none,0,0,161.67
5074,0,none,none,0,0,203.85
5075,0,none,none,0,0,554.29
5076,0,none,none,0,0,1024.65
5077,0,none,none,0,0,291.71
5078,0,none,none,0,0,221.31
5079,0,none,none,0,0,363.73
5080,0,none,none,0,0,142.54
5081,0,none,none,0,0,162.96
5082,0,none,none,0,0,235.58
5083,0,none,none,0,0,252.98
5084,0,none,none,0,0,351.67
5085,1,Choco Lava Cup | Sugarcane Juice,dessert | drink,2,196.95,719.06
5086,0,none,none,0,0,550.97
5087,0,none,none,0,0,233.15
5088,1,Mint Chutney,dip,1,52.25,607.32
5089,1,Brownie with Ice Cream | Onion Rings,dessert | side,2,285.96,939
5090,1,Mango Lassi,drink,1,60.92,500.13
5091,1,Choco Lava Cup,dessert,1,124.89,486.79
5092,0,none,none,0,0,712.78
5093,0,none,none,0,0,190.03
5094,0,none,none,0,0,317.78
5095,0,none,none,0,0,299.31
5096,0,none,none,0,0,526.27
5097,0,none,none,0,0,511.94
5098,0,none,none,0,0,804.67
5099,0,none,none,0,0,313.65
5100,0,none,none,0,0,604.08
5101,0,none,none,0,0,336.15
5102,0,none,none,0,0,319.02
5103,0,none,none,0,0,711.54
5104,0,none,none,0,0,725.55
5105,0,none,none,0,0,328.36
5106,0,none,none,0,0,533.18
5107,1,Veg Kadai | Tzatziki | Gajar Halwa,main | dip | dessert,3,464.49,1211.8
5108,0,none,none,0,0,1035.47
5109,0,none,none,0,0,164.96
5110,0,none,none,0,0,453.31
5111,1,Mango Kulfi | Watermelon Juice,dessert | drink,2,102.64,247.4
5112,0,none,none,0,0,178.41
5113,0,none,none,0,0,532.76
5114,0,none,none,0,0,821.98
5115,1,Lemon Iced Tea,drink,1,84.77,472.56
5116,0,none,none,0,0,350.74
5117,0,none,none,0,0,653.58
5118,0,none,none,0,0,277.66
5119,1,Grilled Salmon | Garden Salad,main | side,2,374.82,970.48
5120,0,none,none,0,0,262.16
5121,0,none,none,0,0,339.18
5122,1,Masala Chai,drink,1,104.39,888.23
5123,0,none,none,0,0,446.34
5124,0,none,none,0,0,211.24
5125,0,none,none,0,0,375.72
5126,0,none,none,0,0,236.95
5127,0,none,none,0,0,178.27
5128,0,none,none,0,0,215.61
5129,1,Virgin Mojito,drink,1,61.8,929.09
5130,0,none,none,0,0,560.95
5131,0,none,none,0,0,247.57
5132,1,Rasgulla,dessert,1,77.23,248.74
5133,1,Loaded Nachos,main,1,402.66,1076.96
5134,1,Mango Lassi | Egg Fried Rice,drink | rice,2,378.63,786.54
5135,0,none,none,0,0,560.57
5136,0,none,none,0,0,675.11
5137,0,none,none,0,0,704.09
5138,0,none,none,0,0,690.99
5139,0,none,none,0,0,258.95
5140,0,none,none,0,0,223.67
5141,0,none,none,0,0,416.2
5142,0,none,none,0,0,455.77
5143,0,none,none,0,0,349.8
5144,0,none,none,0,0,286.32
5145,0,none,none,0,0,398.44
5146,0,none,none,0,0,207.25
5147,1,Masala Papad,side,1,83,215.34
5148,0,none,none,0,0,283.45
5149,0,none,none,0,0,222.81
5150,0,none,none,0,0,294.76
5151,0,none,none,0,0,341.15
5152,1,Samosa,starter,1,242.39,781.3
5153,0,none,none,0,0,399.54
5154,0,none,none,0,0,178.39
5155,0,none,none,0,0,215.68
5156,0,none,none,0,0,420.73
5157,0,none,none,0,0,453.74
5158,0,none,none,0,0,477.25
5159,0,none,none,0,0,285.44
5160,0,none,none,0,0,243.12
5161,1,Mint Chutney | Puri,dip | bread,2,72.22,445.43
5162,1,Gajar Halwa,dessert,1,76.3,346.1
5163,1,Mango Kulfi,dessert,1,98.11,321.84
5164,0,none,none,0,0,196.91
5165,0,none,none,0,0,400.11
5166,1,Ghee Rice,rice,1,235.78,703.68
5167,0,none,none,0,0,173.05
5168,1,Potato Wedges | Mango Lassi,side | drink,2,205.48,1062.73
5169,0,none,none,0,0,404.55
5170,0,none,none,0,0,335.61
5171,0,none,none,0,0,225.04
5172,1,Tzatziki | Masala Papad | Focaccia | Egg Biryani,dip | side | bread | main,4,271.24,652.33
5173,0,none,none,0,0,433.56
5174,0,none,none,0,0,527.08
5175,0,none,none,0,0,211.06
5176,0,none,none,0,0,803.7
5177,0,none,none,0,0,380.68
5178,0,none,none,0,0,156.7
5179,0,none,none,0,0,455.67
5180,0,none,none,0,0,838.99
5181,0,none,none,0,0,185.38
5182,0,none,none,0,0,154.75
5183,0,none,none,0,0,203.7
5184,0,none,none,0,0,468.16
5185,0,none,none,0,0,291.19
5186,0,none,none,0,0,726.84
5187,1,Garlic Bread Sticks,bread,1,35.59,494.31
5188,0,none,none,0,0,407.58
5189,0,none,none,0,0,260.45
5190,0,none,none,0,0,395.17
5191,0,none,none,0,0,497.97
5192,0,none,none,0,0,202.3
5193,0,none,none,0,0,568.4
5194,0,none,none,0,0,1183.76
5195,0,none,none,0,0,330.16
5196,0,none,none,0,0,237.78
5197,1,Chocolate Mousse | Peas Pulao | Virgin Mojito,dessert | rice | drink,3,267.56,489.97
5198,0,none,none,0,0,368.99
5199,0,none,none,0,0,577.91
5200,0,none,none,0,0,393.85
5201,0,none,none,0,0,426.39
5202,0,none,none,0,0,445.05
5203,0,none,none,0,0,441.3
5204,0,none,none,0,0,283.88
5205,1,Rasgulla,dessert,1,81.33,406.62
5206,1,Sugarcane Juice | Ghee Rice | Garlic Bread Sticks | Fresh Lime Soda,drink | rice | bread | drink,4,457.33,1359.55
5207,1,Salsa Dip | Jeera Aloo,dip | side,2,123.61,570.57
5208,0,none,none,0,0,188.3
5209,0,none,none,0,0,302.64
5210,0,none,none,0,0,344.62
5211,0,none,none,0,0,738.5
5212,0,none,none,0,0,552.8
5213,0,none,none,0,0,321.04
5214,1,Cheese Balls,starter,1,144.39,506.51
5215,0,none,none,0,0,216.4
5216,0,none,none,0,0,1470.35
5217,1,Watermelon Juice,drink,1,55.24,649.72
5218,1,Puri | Coleslaw,bread | side,2,144.89,331.3
5219,0,none,none,0,0,169.48
5220,1,Salsa Dip,dip,1,30,191.85
5221,1,Crispy Calamari,starter,1,107.73,674.36
5222,1,Hummus,dip,1,30,217.46
5223,0,none,none,0,0,568.13
5224,1,Chocolate Mousse,dessert,1,74.23,784.89
5225,0,none,none,0,0,618.24
5226,0,none,none,0,0,527.85
5227,0,none,none,0,0,446.17
5228,0,none,none,0,0,178.33
5229,0,none,none,0,0,1218.06
5230,0,none,none,0,0,181.64
5231,1,Tamarind Chutney | Coleslaw,dip | side,2,119.59,488.15
5232,0,none,none,0,0,320.85
5233,0,none,none,0,0,247.17
5234,0,none,none,0,0,176.64
5235,1,Gulab Jamun,dessert,1,89.44,411.2
5236,0,none,none,0,0,207.98
5237,1,Banana Milkshake,drink,1,51.8,378.96
5238,1,Kheer | Phirni,dessert | dessert,2,231.55,855.04
5239,0,none,none,0,0,143.3
5240,0,none,none,0,0,354.65
5241,0,none,none,0,0,254.01
5242,1,Peri Peri Sauce | Garlic Bread Sticks,dip | bread,2,62.92,211.51
5243,0,none,none,0,0,292.36
5244,1,Potato Wedges,side,1,74.74,415.81
5245,0,none,none,0,0,156.09
5246,0,none,none,0,0,217.46
5247,1,Masala Chai | Buttermilk | Appam Stew,drink | drink | main,3,449.6,732.48
5248,0,none,none,0,0,282.98
5249,0,none,none,0,0,250.28
5250,0,none,none,0,0,327.67
5251,0,none,none,0,0,591.37
5252,0,none,none,0,0,271.09
5253,0,none,none,0,0,678.71
5254,1,Masala Papad,side,1,126.5,513.16
5255,0,none,none,0,0,345.17
5256,0,none,none,0,0,282.28
5257,0,none,none,0,0,258.5
5258,1,Choco Lava Cup | Potato Wedges,dessert | side,2,225.6,1023.05
5259,0,none,none,0,0,548.37
5260,0,none,none,0,0,365.01
5261,0,none,none,0,0,1327.45
5262,0,none,none,0,0,238.39
5263,0,none,none,0,0,287.02
5264,0,none,none,0,0,330.14
5265,0,none,none,0,0,689.83
5266,1,Tzatziki | Paratha,dip | bread,2,66.52,486
5267,0,none,none,0,0,825.21
5268,0,none,none,0,0,163.23
5269,0,none,none,0,0,171.99
5270,0,none,none,0,0,434.41
5271,0,none,none,0,0,455.62
5272,0,none,none,0,0,629.58
5273,0,none,none,0,0,1010.11
5274,0,none,none,0,0,681.81
5275,0,none,none,0,0,651.13
5276,0,none,none,0,0,604.32
5277,0,none,none,0,0,367.28
5278,0,none,none,0,0,918.87
5279,0,none,none,0,0,315.02
5280,0,none,none,0,0,331.32
5281,1,Hummus,dip,1,33.46,720.75
5282,0,none,none,0,0,290.13
5283,0,none,none,0,0,406.53
5284,0,none,none,0,0,373.85
5285,1,Ranch Dip,dip,1,32.02,211.43
5286,0,none,none,0,0,988.08
5287,0,none,none,0,0,434.91
5288,0,none,none,0,0,394.53
5289,0,none,none,0,0,170.08
5290,0,none,none,0,0,758.32
5291,0,none,none,0,0,555.79
5292,0,none,none,0,0,256.33
5293,1,Appam Stew | Coleslaw,main | side,2,431.07,683.96
5294,0,none,none,0,0,378.12
5295,0,none,none,0,0,211.45
5296,0,none,none,0,0,741.47
5297,0,none,none,0,0,578.4
5298,0,none,none,0,0,218.28
5299,0,none,none,0,0,429.42
5300,0,none,none,0,0,545.62
5301,1,Brown Rice,rice,1,150.26,633.86
5302,1,Lemon Rice,rice,1,105.17,355.5
5303,1,Veg Spring Rolls,starter,1,56.31,318.38
5304,0,none,none,0,0,211.21
5305,0,none,none,0,0,463.7
5306,0,none,none,0,0,236.1
5307,1,Panna Cotta,dessert,1,99.93,346.39
5308,0,none,none,0,0,230.46
5309,1,Buttermilk,drink,1,53.26,359.53
5310,0,none,none,0,0,265.14
5311,1,Chocolate Mousse,dessert,1,96.03,356.13
5312,0,none,none,0,0,407.26
5313,0,none,none,0,0,736.96
5314,0,none,none,0,0,258.04
5315,1,Cold Coffee,drink,1,49.12,267.63
5316,1,Brownie with Ice Cream | Chicken Rogan Josh,dessert | main,2,382.99,902.59
5317,1,Corn Salad,side,1,122.59,450.97
5318,1,Risotto,main,1,459.87,860.06
5319,0,none,none,0,0,336.47
5320,0,none,none,0,0,160.6
5321,1,Sugarcane Juice | Veg Biryani,drink | main,2,309.98,1011.28
5322,0,none,none,0,0,201.7
5323,1,Bruschetta | Gulab Jamun,starter | dessert,2,364.61,1668.86
5324,1,Rasgulla,dessert,1,91.19,379.5
5325,0,none,none,0,0,171.99
5326,0,none,none,0,0,707.45
5327,0,none,none,0,0,376.01
5328,0,none,none,0,0,199.6
5329,0,none,none,0,0,173.81
5330,0,none,none,0,0,285.35
5331,0,none,none,0,0,402.05
5332,0,none,none,0,0,890.04
5333,0,none,none,0,0,981.25
5334,0,none,none,0,0,265.51
5335,0,none,none,0,0,226.62
5336,0,none,none,0,0,367.34
5337,0,none,none,0,0,718.56
5338,0,none,none,0,0,195.02
5339,0,none,none,0,0,312.64
5340,0,none,none,0,0,536.86
5341,0,none,none,0,0,202.85
5342,0,none,none,0,0,412.6
5343,0,none,none,0,0,768.85
5344,1,Rasgulla,dessert,1,99.61,347.88
5345,0,none,none,0,0,462.02
5346,0,none,none,0,0,825.5
5347,0,none,none,0,0,275.81
5348,0,none,none,0,0,543.86
5349,0,none,none,0,0,263.03
5350,0,none,none,0,0,347.52
5351,0,none,none,0,0,819.89
5352,0,none,none,0,0,493.87
5353,1,Multigrain Bread,bread,1,44.56,604.61
5354,0,none,none,0,0,688.98
5355,0,none,none,0,0,628.73
5356,0,none,none,0,0,373.62
5357,0,none,none,0,0,505.6
5358,0,none,none,0,0,365.18
5359,1,Cheese Naan | Stir Fried Veggies,bread | side,2,156.84,374.51
5360,0,none,none,0,0,575.42
5361,1,Phirni,dessert,1,57.45,258.08
5362,0,none,none,0,0,930.21
5363,0,none,none,0,0,190.06
5364,0,none,none,0,0,402.26
5365,0,none,none,0,0,277.31
5366,0,none,none,0,0,324.72
5367,0,none,none,0,0,504.19
5368,0,none,none,0,0,422.05
5369,0,none,none,0,0,1146.23
5370,1,Sriracha Sauce | Masala Papad,dip | side,2,198.07,623.02
5371,1,Brownie with Ice Cream | Peri Peri Sauce,dessert | dip,2,132.68,390.47
5372,0,none,none,0,0,506.43
5373,0,none,none,0,0,519.42
5374,0,none,none,0,0,894.28
5375,0,none,none,0,0,266.77
5376,0,none,none,0,0,522.21
5377,0,none,none,0,0,548.59
5378,0,none,none,0,0,326.84
5379,0,none,none,0,0,435.9
5380,0,none,none,0,0,163.8
5381,0,none,none,0,0,891.19
5382,0,none,none,0,0,450.08
5383,0,none,none,0,0,471.82
5384,0,none,none,0,0,454.9
5385,0,none,none,0,0,227.48
5386,0,none,none,0,0,437.24
5387,1,Garlic Bread Sticks,bread,1,30,574.14
5388,0,none,none,0,0,607.81
5389,0,none,none,0,0,837.79
5390,0,none,none,0,0,205.04
5391,0,none,none,0,0,368.65
5392,1,Butter Naan | Salsa Dip,bread | dip,2,60,644.04
5393,0,none,none,0,0,511.94
5394,0,none,none,0,0,212.44
5395,0,none,none,0,0,276.85
5396,0,none,none,0,0,153.04
5397,0,none,none,0,0,300.35
5398,0,none,none,0,0,137.92
5399,0,none,none,0,0,840.73
5400,0,none,none,0,0,228.25
5401,0,none,none,0,0,342.33
5402,0,none,none,0,0,128.79
5403,1,Masala Chai | Jeera Aloo,drink | side,2,237.05,1125.26
5404,0,none,none,0,0,524.87
5405,0,none,none,0,0,259.22
5406,0,none,none,0,0,570.82
5407,1,Curd Rice | Gajar Halwa,rice | dessert,2,331.52,625.39
5408,0,none,none,0,0,252.08
5409,0,none,none,0,0,149.38
5410,0,none,none,0,0,175.15
5411,1,Peri Peri Sauce | Mango Lassi,dip | drink,2,83.23,251.5
5412,0,none,none,0,0,487.79
5413,1,Tandoori Roti,bread,1,68.17,300.4
5414,1,Banana Milkshake,drink,1,63.37,336.6
5415,0,none,none,0,0,448.05
5416,0,none,none,0,0,155.95
5417,0,none,none,0,0,144.46
5418,0,none,none,0,0,324.25
5419,0,none,none,0,0,348.63
5420,0,none,none,0,0,166.37
5421,0,none,none,0,0,325.08
5422,0,none,none,0,0,409.26
5423,0,none,none,0,0,184.51
5424,0,none,none,0,0,250.18
5425,0,none,none,0,0,815.56
5426,0,none,none,0,0,306.52
5427,0,none,none,0,0,384.08
5428,0,none,none,0,0,268.24
5429,1,Egg Biryani | Prawn Biryani,main | main,2,587.12,816.71
5430,0,none,none,0,0,150.39
5431,1,Coleslaw | Egg Fried Rice,side | rice,2,407.72,970.86
5432,0,none,none,0,0,219.64
5433,0,none,none,0,0,823.15
5434,0,none,none,0,0,346.72
5435,0,none,none,0,0,324.98
5436,0,none,none,0,0,443.07
5437,0,none,none,0,0,125.42
5438,0,none,none,0,0,384.64
5439,1,Rajma Masala,main,1,312.96,885.14
5440,0,none,none,0,0,200.23
5441,0,none,none,0,0,503.66
5442,0,none,none,0,0,222.91
5443,0,none,none,0,0,215.45
5444,0,none,none,0,0,278.17
5445,0,none,none,0,0,360.88
5446,1,Buttermilk | Steamed Basmati,drink | rice,2,153.86,725.12
5447,0,none,none,0,0,404.55
5448,0,none,none,0,0,758.81
5449,0,none,none,0,0,613.91
5450,0,none,none,0,0,160.36
5451,0,none,none,0,0,581.06
5452,0,none,none,0,0,285.74
5453,0,none,none,0,0,142
5454,0,none,none,0,0,826.87
5455,1,Peri Peri Sauce,dip,1,40.9,334.6
5456,0,none,none,0,0,341.19
5457,1,Masala Chai,drink,1,57.1,391.82
5458,0,none,none,0,0,169.67
5459,0,none,none,0,0,331.7
5460,0,none,none,0,0,825.01
5461,1,Potato Wedges | Egg Fried Rice | Brownie with Ice Cream,side | rice | dessert,3,427.15,1269.59
5462,0,none,none,0,0,319.29
5463,1,Lemon Iced Tea | Mango Kulfi,drink | dessert,2,180.17,591.37
5464,1,Jeera Rice,rice,1,238.23,615.32
5465,0,none,none,0,0,366.67
5466,0,none,none,0,0,879.76
5467,0,none,none,0,0,209.13
5468,0,none,none,0,0,142.69
5469,0,none,none,0,0,282.96
5470,1,Choco Lava Cup | Sugarcane Juice | Phirni | Garden Salad,dessert | drink | dessert | side,4,289.81,657.76
5471,0,none,none,0,0,774.22
5472,0,none,none,0,0,257.35
5473,1,Peri Peri Sauce,dip,1,70.5,985.25
5474,0,none,none,0,0,556.47
5475,0,none,none,0,0,158.3
5476,0,none,none,0,0,569.69
5477,0,none,none,0,0,129.71
5478,0,none,none,0,0,243.6
5479,0,none,none,0,0,189.62
5480,0,none,none,0,0,812.81
5481,0,none,none,0,0,329.72
5482,1,Ranch Dip,dip,1,39.58,335.77
5483,0,none,none,0,0,455.68
5484,0,none,none,0,0,168.11
5485,1,Steamed Basmati,rice,1,138.83,532.98
5486,0,none,none,0,0,613.18
5487,1,Ghee Rice,rice,1,183.66,792.02
5488,0,none,none,0,0,1118.12
5489,0,none,none,0,0,166.2
5490,0,none,none,0,0,174.87
5491,0,none,none,0,0,427.24
5492,0,none,none,0,0,339.82
5493,1,Onion Rings,side,1,105,570.25
5494,0,none,none,0,0,164.84
5495,0,none,none,0,0,238.39
5496,0,none,none,0,0,343.75
5497,1,Kheer,dessert,1,127.16,569.27
5498,0,none,none,0,0,309.23
5499,1,Sugarcane Juice,drink,1,43.41,587.68
5500,0,none,none,0,0,154.98
5501,1,Gulab Jamun,dessert,1,135.17,447.23
5502,0,none,none,0,0,353.92
5503,0,none,none,0,0,293
5504,0,none,none,0,0,500.04
5505,0,none,none,0,0,561.73
5506,0,none,none,0,0,278.26
5507,0,none,none,0,0,927.07
5508,0,none,none,0,0,409.63
5509,1,Egg Fried Rice,rice,1,129.06,347.58
5510,0,none,none,0,0,192.81
5511,1,Sugarcane Juice | Stir Fried Veggies,drink | side,2,202.98,1081.15
5512,0,none,none,0,0,151.14
5513,0,none,none,0,0,333.94
5514,1,Watermelon Juice | Mango Kulfi,drink | dessert,2,189.18,564.72
5515,0,none,none,0,0,424.7
5516,0,none,none,0,0,293.97
5517,0,none,none,0,0,259.13
5518,0,none,none,0,0,220.71
5519,1,Chocolate Mousse,dessert,1,64.67,417.99
5520,0,none,none,0,0,413.51
5521,0,none,none,0,0,295.04
5522,1,Masala Chai | Panna Cotta | Hummus,drink | dessert | dip,3,306.31,659.93
5523,0,none,none,0,0,222.51
5524,0,none,none,0,0,1227.58
5525,0,none,none,0,0,407.05
5526,0,none,none,0,0,355.32
5527,0,none,none,0,0,273.15
5528,0,none,none,0,0,947.47
5529,0,none,none,0,0,553.59
5530,1,Stuffed Paratha | Sugarcane Juice | Fresh Lime Soda,bread | drink | drink,3,207.77,592.19
5531,1,Gulab Jamun | Mango Lassi,dessert | drink,2,193.21,427.82
5532,0,none,none,0,0,1208.98
5533,0,none,none,0,0,218.31
5534,1,Watermelon Juice | Masala Papad,drink | side,2,129.97,296.73
5535,0,none,none,0,0,294.17
5536,0,none,none,0,0,292.16
5537,0,none,none,0,0,450.57
5538,0,none,none,0,0,296.51
5539,1,Gulab Jamun | Egg Fried Rice | Cold Coffee | Banana Milkshake,dessert | rice | drink | drink,4,250.61,459.65
