user_id,user_segment,user_city,user_preferred_cuisine,user_veg_preference,user_price_sensitivity,user_order_frequency_30d,user_avg_order_value,user_recency_days,user_preferred_addon_category,user_addon_acceptance_rate
419,mid,mumbai,biryani,0,0.471226512,10,649.0330944,31,dip,0.1615
368,budget,mumbai,arabian,1,0.260253312,5,423.79744,5,dip,0.103
2296,mid,chennai,fast_food,0,0.294997873,10,460.7031271,4,dip,0.1877
2821,budget,hyderabad,chinese,1,0.725865873,7,501.1947974,6,side,0.05
3742,budget,delhi,desserts,1,0.6966056,10,366.2833734,26,side,0.05
2550,budget,hyderabad,south_indian,0,0.725965335,8,280.2481258,10,dip,0.0609
1865,budget,mumbai,italian,0,0.05,7,368.6814809,30,side,0.1073
3098,budget,hyderabad,chinese,0,0.546414871,10,495.6471601,5,side,0.0923
872,budget,bengaluru,north_indian,0,0.426260376,7,475.6815454,29,side,0.0971
3978,premium,mumbai,arabian,0,0.273388586,9,795.033005,3,drink,0.2872
105,budget,bengaluru,continental,1,0.436962679,9,1043.674514,4,bread,0.05
674,mid,mumbai,desserts,1,0.432611689,9,957.5322295,3,dip,0.1692
2826,mid,bengaluru,biryani,1,0.46205246,5,230.1417361,9,dip,0.1228
3763,mid,mumbai,south_indian,1,0.487687337,6,788.3438169,6,side,0.1957
1908,premium,chennai,fast_food,1,0.513525062,8,421.2210272,30,dessert,0.2326
1540,mid,bengaluru,fast_food,1,0.854491344,6,578.9497055,39,side,0.1531
3311,budget,chennai,continental,0,0.247302498,5,568.9704897,28,bread,0.1917
2263,mid,mumbai,italian,1,0.758684388,7,358.3737509,4,side,0.154
2605,budget,bengaluru,continental,1,0.41283076,6,626.145895,3,side,0.0805
798,premium,bengaluru,arabian,0,0.308128323,13,366.758461,5,drink,0.37
3399,budget,kolkata,chinese,0,0.100682302,10,298.9190532,6,side,0.1373
98,budget,mumbai,biryani,1,0.320615566,10,665.2960865,4,dip,0.1453
1909,budget,bengaluru,italian,1,0.418229506,3,677.2242063,37,dip,0.1068
38,mid,hyderabad,chinese,1,0.644238794,4,551.6712062,3,bread,0.1126
1153,premium,chennai,fast_food,0,0.373459476,6,890.5586334,7,dessert,0.2507
2915,budget,chennai,biryani,1,0.371310142,6,452.4193614,5,side,0.1102
3720,budget,hyderabad,south_indian,1,0.265336339,6,514.8849698,5,bread,0.1064
2634,mid,bengaluru,italian,1,0.312646717,6,231.0099585,3,dip,0.1257
3525,budget,hyderabad,biryani,0,0.95,1,439.0263381,6,bread,0.05
3496,budget,kolkata,north_indian,1,0.448895474,8,739.1157965,5,bread,0.0766
1403,budget,mumbai,north_indian,0,0.95,5,677.410546,4,side,0.05
215,mid,bengaluru,chinese,0,0.791495862,5,896.8510171,5,side,0.1354
578,premium,delhi,italian,0,0.409799017,7,622.6353838,32,starter,0.2446
2842,budget,pune,desserts,0,0.519064291,7,683.9197564,4,bread,0.0976
676,mid,mumbai,desserts,1,0.675246014,4,552.2694277,34,drink,0.1805
1897,mid,hyderabad,fast_food,1,0.376454417,5,728.9465177,5,side,0.1356
1480,mid,mumbai,south_indian,0,0.515714848,1,244.7634369,3,side,0.1861
3157,premium,mumbai,biryani,0,0.488135218,11,676.0724945,6,dessert,0.211
935,budget,bengaluru,fast_food,1,0.604758698,6,131.9584414,2,dip,0.0853
972,mid,kolkata,biryani,0,0.191616722,3,320.1309095,2,side,0.1889
2788,premium,bengaluru,continental,1,0.511095023,6,267.842706,36,starter,0.1327
687,premium,chennai,biryani,0,0.647552379,4,273.5930342,33,starter,0.1903
2511,mid,mumbai,continental,1,0.791953608,9,573.9003981,13,drink,0.0942
3071,mid,bengaluru,arabian,1,0.099516908,7,321.2858129,42,side,0.1958
3341,budget,bengaluru,arabian,0,0.312063277,2,431.5712438,29,dip,0.0527
1915,premium,pune,fast_food,0,0.530936052,6,997.044815,3,starter,0.2917
969,mid,hyderabad,north_indian,1,0.179988474,8,487.1662987,3,side,0.1553
1128,mid,bengaluru,fast_food,1,0.232941804,7,988.5286499,7,bread,0.2102
3778,budget,mumbai,north_indian,0,0.509151551,6,364.6200952,22,bread,0.05
3105,mid,chennai,desserts,0,0.642301552,8,740.3397413,5,side,0.1817
1361,premium,delhi,continental,1,0.505395959,6,140.6794977,5,dessert,0.2509
3814,budget,pune,desserts,1,0.786742422,6,911.9893967,6,side,0.05
3469,mid,bengaluru,chinese,1,0.732495608,10,635.8729933,29,dip,0.1249
746,mid,delhi,north_indian,0,0.557057121,5,695.6233394,6,dip,0.1872
3541,mid,kolkata,arabian,0,0.721423194,3,319.8633841,3,drink,0.1352
3197,budget,bengaluru,italian,1,0.429538744,5,630.0302747,5,dip,0.1049
1046,mid,bengaluru,continental,0,0.681970667,7,857.3435839,1,drink,0.1328
2531,budget,chennai,continental,1,0.637483648,3,415.0863152,7,side,0.0601
2246,premium,delhi,south_indian,1,0.493232325,3,307.358535,5,starter,0.2657
293,budget,hyderabad,south_indian,0,0.530983407,5,464.4129112,4,bread,0.0577
2612,mid,bengaluru,fast_food,1,0.442966243,6,469.9386233,4,side,0.1655
324,premium,chennai,biryani,0,0.695311595,4,644.6411566,30,starter,0.2433
3463,budget,hyderabad,north_indian,0,0.510754104,6,139.9268262,7,side,0.05
2851,mid,delhi,arabian,0,0.420746872,4,838.6547076,5,drink,0.1927
1364,budget,kolkata,italian,1,0.622006861,8,743.8536457,7,bread,0.05
614,budget,bengaluru,continental,1,0.34135527,6,1150.610186,8,side,0.0693
3609,mid,hyderabad,north_indian,1,0.639208189,3,422.0861715,8,dip,0.1522
3353,mid,bengaluru,arabian,0,0.464526947,10,401.2564218,4,side,0.1924
3251,budget,kolkata,north_indian,1,0.636732801,3,569.0653192,2,dip,0.0935
2357,budget,hyderabad,italian,1,0.335236057,9,745.92776,3,side,0.0614
3283,budget,delhi,chinese,0,0.505945089,6,315.6297912,5,bread,0.05
2591,budget,bengaluru,chinese,0,0.628268078,5,360.0325277,25,dip,0.05
2525,budget,delhi,italian,1,0.351199373,5,609.6325132,10,dip,0.0512
2378,mid,hyderabad,continental,0,0.593735759,6,339.3613224,4,bread,0.1814
1235,premium,bengaluru,continental,1,0.708406997,8,658.4935143,4,drink,0.2022
929,budget,hyderabad,north_indian,0,0.750239484,11,1401.94242,5,dip,0.05
1519,budget,hyderabad,continental,0,0.354495757,3,1026.908139,4,side,0.1145
2034,mid,pune,arabian,0,0.667913137,3,171.9406837,8,dip,0.1193
1846,premium,pune,fast_food,1,0.463051978,1,552.4795047,2,drink,0.2031
2047,premium,hyderabad,italian,0,0.568971236,11,586.3039527,4,dessert,0.24
201,mid,hyderabad,fast_food,0,0.437602818,7,475.7451967,29,side,0.1859
3686,premium,bengaluru,desserts,0,0.705503262,7,877.4714806,4,starter,0.2895
1129,mid,hyderabad,desserts,0,0.48913946,7,525.5804431,24,side,0.148
3940,budget,chennai,biryani,1,0.468940557,2,995.1857383,5,bread,0.075
2096,budget,chennai,fast_food,0,0.452934472,7,735.41913,5,side,0.1091
122,budget,delhi,italian,1,0.508033878,5,604.3429653,2,side,0.1097
1010,budget,delhi,italian,0,0.646446769,6,1084.81856,6,side,0.0821
1124,mid,hyderabad,italian,1,0.265715799,6,715.1422882,8,dip,0.1719
631,budget,hyderabad,chinese,0,0.49038276,4,402.1613118,35,dip,0.1097
2443,mid,bengaluru,arabian,0,0.808539655,12,552.3506221,8,bread,0.1394
290,budget,mumbai,italian,0,0.257897784,2,1164.265645,30,bread,0.1403
187,mid,delhi,desserts,1,0.588762295,6,469.896438,8,bread,0.119
1788,mid,pune,continental,0,0.397869883,8,610.6469416,23,dip,0.1375
953,mid,mumbai,desserts,1,0.328184469,4,946.6283164,4,bread,0.2682
2498,mid,mumbai,desserts,0,0.69261406,6,864.8913663,35,side,0.1241
267,premium,bengaluru,italian,1,0.550514592,4,613.2528578,2,dessert,0.2914
636,mid,mumbai,biryani,0,0.636357005,3,683.5707545,9,dip,0.1412
3402,mid,mumbai,italian,1,0.567087308,4,216.5978752,4,drink,0.1439
1292,mid,bengaluru,chinese,0,0.332660535,6,622.9663945,9,drink,0.1507
1853,budget,hyderabad,chinese,0,0.771670401,5,722.0801418,27,bread,0.0771
1179,premium,bengaluru,arabian,0,0.51626773,4,627.01262,6,dessert,0.222
889,mid,delhi,continental,0,0.619297486,9,257.207879,4,side,0.1211
526,mid,bengaluru,arabian,0,0.671024506,9,413.3116844,40,bread,0.1193
1529,premium,bengaluru,north_indian,1,0.453667246,8,450.2568677,3,drink,0.3435
3273,budget,mumbai,south_indian,1,0.676680646,4,508.4547437,3,side,0.05
2438,budget,pune,fast_food,1,0.330619465,6,410.6724252,4,bread,0.0824
306,budget,bengaluru,chinese,1,0.346261995,8,555.3290906,12,bread,0.1288
3095,mid,hyderabad,biryani,0,0.407603941,7,379.9980178,5,drink,0.0987
3726,budget,mumbai,fast_food,0,0.097018462,4,245.0765029,30,side,0.0936
2092,mid,delhi,biryani,1,0.447985599,4,618.2815917,5,side,0.1159
2510,budget,hyderabad,continental,1,0.516039867,2,393.6733713,5,dip,0.05
990,budget,mumbai,arabian,1,0.139379229,11,296.6306768,8,bread,0.1568
3932,mid,chennai,desserts,1,0.738310115,10,1348.544049,8,bread,0.2034
3053,mid,hyderabad,south_indian,1,0.398028913,4,505.4530587,31,side,0.091
164,budget,pune,fast_food,0,0.503981728,3,845.414155,4,side,0.0893
2125,budget,hyderabad,biryani,0,0.766778654,6,402.1054241,5,dip,0.05
2970,mid,chennai,desserts,1,0.355239991,4,1003.930706,6,side,0.1631
2886,budget,mumbai,chinese,0,0.627816674,4,647.9628992,6,dip,0.05
3491,mid,mumbai,biryani,0,0.609430062,9,557.9516855,6,drink,0.1556
2986,mid,bengaluru,biryani,0,0.474956427,6,345.1631361,5,bread,0.1607
1272,budget,delhi,arabian,1,0.872751631,6,992.1228742,6,dip,0.05
3683,mid,pune,continental,0,0.377328816,3,477.7284326,8,drink,0.2111
433,budget,delhi,south_indian,1,0.591428423,6,698.2684316,27,side,0.05
2208,mid,pune,chinese,0,0.18590277,4,593.5973258,7,bread,0.2179
1382,mid,delhi,fast_food,1,0.19607001,6,1085.68524,9,dip,0.1659
2780,budget,bengaluru,italian,1,0.05,10,607.5076094,5,dip,0.1284
3942,premium,delhi,arabian,1,0.603444683,9,352.577982,7,drink,0.1751
344,mid,bengaluru,italian,0,0.716429922,5,399.8277542,31,side,0.0915
1922,mid,pune,chinese,0,0.684079895,7,213.2532779,4,side,0.1015
2219,budget,mumbai,desserts,1,0.122969661,5,478.4140696,3,bread,0.1257
1076,mid,chennai,italian,0,0.506590027,5,1118.947368,4,dip,0.1615
1554,mid,mumbai,fast_food,0,0.350275502,7,486.794083,6,drink,0.1553
49,premium,mumbai,south_indian,0,0.120093709,10,501.4641721,7,starter,0.3519
3195,mid,delhi,italian,1,0.569831169,3,334.7760955,4,drink,0.1876
3040,mid,delhi,biryani,1,0.366517101,2,352.9687885,5,drink,0.1639
1030,budget,hyderabad,fast_food,1,0.67706208,4,596.4681114,2,bread,0.0885
3284,budget,bengaluru,chinese,1,0.249713379,9,988.8277143,4,bread,0.0999
3638,budget,chennai,italian,0,0.48161841,7,472.5587935,26,dip,0.1125
2661,mid,hyderabad,chinese,1,0.477477221,7,630.2388398,5,bread,0.181
1476,budget,mumbai,north_indian,0,0.576307738,5,493.1910803,3,side,0.05
473,mid,bengaluru,arabian,0,0.612237391,5,888.1038878,9,drink,0.0991
2190,budget,chennai,south_indian,1,0.356384241,5,267.8457466,6,side,0.1215
747,premium,chennai,desserts,1,0.364980625,5,436.6689426,3,drink,0.2543
445,mid,chennai,biryani,1,0.588039006,4,321.0696196,4,drink,0.1136
132,premium,mumbai,desserts,1,0.484235409,2,339.9555461,8,drink,0.207
1839,budget,chennai,arabian,1,0.83291632,3,439.589416,5,dip,0.0601
2632,mid,hyderabad,biryani,0,0.189655517,6,664.1472228,33,bread,0.2312
205,mid,bengaluru,arabian,0,0.52890216,3,192.5871853,3,drink,0.1757
520,budget,mumbai,biryani,1,0.132190324,8,378.0412411,21,side,0.1296
1902,budget,hyderabad,arabian,0,0.498870189,8,346.1390014,30,bread,0.0975
1848,mid,hyderabad,south_indian,0,0.286236517,3,654.08093,6,side,0.126
2316,budget,bengaluru,italian,1,0.454324944,6,1362.08474,6,dip,0.0566
2048,mid,chennai,biryani,1,0.165965753,5,920.7537002,5,dip,0.2455
3965,budget,mumbai,south_indian,1,0.447841807,7,933.8210111,4,dip,0.135
2200,budget,delhi,south_indian,0,0.329171235,7,444.0607074,5,side,0.0638
2277,mid,bengaluru,south_indian,0,0.655071761,3,664.6668153,5,bread,0.1605
3282,mid,chennai,desserts,1,0.197884491,3,243.0952402,4,side,0.2324
270,budget,hyderabad,fast_food,1,0.401904139,6,444.2131586,4,dip,0.1071
2020,budget,bengaluru,arabian,0,0.366677888,6,317.0380223,6,bread,0.135
2000,mid,chennai,italian,1,0.72638769,4,183.0430039,23,drink,0.1481
103,budget,delhi,fast_food,1,0.256072357,6,527.8318873,29,dip,0.083
3468,budget,bengaluru,italian,0,0.05,6,775.9056082,5,bread,0.1201
61,mid,delhi,desserts,0,0.536077154,4,692.5962442,4,dip,0.1617
3397,mid,kolkata,continental,0,0.379316083,5,970.7672194,7,side,0.1615
799,mid,hyderabad,chinese,0,0.20068322,6,546.6665981,5,dip,0.2279
3732,budget,hyderabad,biryani,1,0.358033198,6,433.8743201,7,side,0.0854
1995,budget,bengaluru,north_indian,0,0.23470861,7,1058.467197,30,dip,0.1259
463,mid,hyderabad,biryani,1,0.523718452,3,270.508114,4,bread,0.1484
2949,mid,mumbai,fast_food,0,0.520660792,7,594.5745768,36,drink,0.1659
464,mid,kolkata,arabian,0,0.609531447,2,260.2181866,9,drink,0.0589
3510,budget,delhi,arabian,0,0.389819026,5,541.1480948,25,side,0.0598
711,premium,mumbai,arabian,0,0.643114376,13,1010.298719,8,dessert,0.2306
3132,budget,bengaluru,arabian,0,0.589604791,4,397.4534361,3,side,0.1661
1701,mid,delhi,biryani,0,0.31208697,12,709.338403,35,bread,0.1189
2077,mid,hyderabad,italian,0,0.301276521,6,513.1307835,6,drink,0.1459
2691,mid,delhi,biryani,0,0.303475917,8,299.0132357,3,bread,0.1631
361,budget,delhi,fast_food,0,0.811003966,4,458.1472505,4,dip,0.0595
3782,mid,pune,continental,1,0.495823788,7,342.1376393,33,dip,0.1108
1791,premium,hyderabad,arabian,1,0.516749587,4,250.5299753,8,starter,0.2527
1469,budget,pune,continental,0,0.620300995,4,1123.621819,2,bread,0.1122
3568,mid,hyderabad,arabian,0,0.511272623,4,611.9197732,29,drink,0.106
196,premium,chennai,desserts,0,0.191303556,2,368.0463965,8,dessert,0.2364
1339,mid,mumbai,fast_food,0,0.927878773,5,740.5165814,3,dip,0.0719
3839,budget,hyderabad,fast_food,0,0.28100105,3,464.0289361,7,side,0.1449
394,budget,mumbai,arabian,1,0.443895962,4,396.9316693,2,bread,0.05
2067,mid,pune,italian,1,0.663716823,6,368.6730747,27,drink,0.1518
1113,mid,mumbai,fast_food,0,0.662845712,4,770.7310589,33,bread,0.124
3371,budget,hyderabad,italian,1,0.261188961,4,534.9683415,7,side,0.1758
2762,mid,delhi,desserts,1,0.66340182,7,183.147968,3,bread,0.0995
1140,budget,mumbai,south_indian,1,0.357616643,3,467.9522742,5,dip,0.0901
1718,mid,bengaluru,italian,1,0.634323267,12,665.3754408,6,bread,0.1616
2793,mid,chennai,arabian,0,0.431353119,5,751.3306265,29,side,0.1806
0,budget,mumbai,arabian,0,0.629944855,7,474.8855511,20,dip,0.0979
3651,mid,hyderabad,chinese,1,0.329694148,5,586.3517621,2,bread,0.1798
2537,mid,mumbai,continental,1,0.468468017,11,336.3237597,8,bread,0.1037
2606,budget,delhi,arabian,0,0.451625411,6,486.3975528,4,dip,0.1135
943,budget,pune,arabian,1,0.520792145,7,506.9677415,2,dip,0.0601
3512,budget,bengaluru,italian,0,0.412314687,5,878.0208029,31,bread,0.0801
3533,premium,bengaluru,biryani,0,0.326347739,4,880.5663808,6,starter,0.3408
528,mid,mumbai,north_indian,0,0.375553716,4,228.9322795,37,side,0.16
1396,mid,bengaluru,north_indian,0,0.252699593,4,703.6121497,5,drink,0.1785
3404,mid,bengaluru,biryani,1,0.691262974,6,742.3844196,34,bread,0.1259
2406,premium,mumbai,continental,0,0.738175865,4,395.5897094,3,dessert,0.2818
2142,mid,hyderabad,arabian,0,0.392553933,13,163.4053254,32,bread,0.1614
2716,mid,bengaluru,arabian,1,0.651951125,6,529.8019795,2,drink,0.1034
767,mid,chennai,italian,0,0.5001169,4,683.0339569,8,drink,0.1325
771,mid,delhi,north_indian,0,0.321812939,5,271.4833399,4,dip,0.2271
409,mid,bengaluru,italian,0,0.598735068,5,517.2725119,35,side,0.1257
2298,mid,chennai,south_indian,0,0.4670977,7,308.4015348,4,side,0.1723
118,mid,delhi,desserts,1,0.419005071,8,469.8334044,3,dip,0.1826
2734,budget,mumbai,chinese,1,0.51825038,6,263.2513743,7,dip,0.1132
42,mid,bengaluru,arabian,0,0.408155576,11,815.8528224,2,dip,0.1825
797,mid,delhi,continental,1,0.733855124,8,416.9713047,8,drink,0.114
1297,budget,mumbai,south_indian,0,0.746081569,5,1046.203105,4,side,0.05
2494,premium,bengaluru,south_indian,1,0.309267477,7,1644.979262,37,drink,0.3708
2607,mid,hyderabad,italian,0,0.275634779,5,552.8249843,7,side,0.1005
471,budget,mumbai,italian,1,0.630243256,7,692.2351886,5,bread,0.05
12,mid,chennai,north_indian,0,0.258522131,2,738.4051354,5,side,0.1957
3645,budget,bengaluru,chinese,0,0.509778469,5,738.1750508,31,bread,0.0796
2026,mid,mumbai,biryani,0,0.463985496,3,589.7624182,23,bread,0.1455
1018,budget,delhi,continental,0,0.648047056,6,627.6575562,2,side,0.0764
817,budget,pune,north_indian,0,0.754246083,5,508.8706051,5,side,0.05
1496,mid,hyderabad,arabian,1,0.578467113,6,587.6487482,35,side,0.1643
3920,budget,bengaluru,italian,1,0.46125386,1,828.7317427,3,dip,0.0732
3379,mid,pune,south_indian,0,0.582791341,9,486.6375635,34,bread,0.136
3182,mid,delhi,arabian,1,0.520914848,2,793.1307723,8,drink,0.2035
597,budget,bengaluru,desserts,1,0.399601176,2,282.6412102,5,bread,0.1071
1444,budget,hyderabad,fast_food,0,0.95,5,813.2243054,4,side,0.05
1342,budget,delhi,continental,1,0.338882023,5,610.1851,3,bread,0.0947
3333,budget,chennai,chinese,1,0.69400925,11,180.5476487,5,bread,0.0919
2885,budget,hyderabad,fast_food,0,0.05,6,731.0408131,7,dip,0.0942
1279,budget,kolkata,italian,0,0.500360328,7,721.6955641,4,side,0.1344
359,mid,kolkata,italian,1,0.715801423,12,1262.043155,5,drink,0.1703
1202,budget,pune,north_indian,0,0.451675083,6,1024.718597,22,dip,0.1599
1206,budget,hyderabad,desserts,0,0.241837315,7,536.6887799,5,dip,0.1521
2755,mid,delhi,fast_food,0,0.343852669,9,1330.282075,27,bread,0.1713
1643,premium,bengaluru,north_indian,1,0.582491484,1,624.0721423,6,starter,0.2361
1789,premium,bengaluru,south_indian,1,0.73750449,4,864.628936,6,drink,0.2684
3199,premium,mumbai,south_indian,0,0.516711583,3,365.7596965,34,drink,0.311
2132,budget,bengaluru,desserts,0,0.565190562,7,368.5169896,36,bread,0.121
731,budget,delhi,arabian,0,0.759904801,3,434.6735453,6,dip,0.0642
2893,budget,delhi,desserts,1,0.613300448,7,441.7226855,4,bread,0.0802
735,premium,mumbai,fast_food,0,0.322659237,4,559.6945397,5,dessert,0.283
1385,budget,bengaluru,italian,1,0.649579665,3,567.7072736,3,side,0.05
1567,budget,hyderabad,chinese,1,0.451690013,5,953.1455513,1,bread,0.1661
2383,mid,hyderabad,south_indian,1,0.141247451,6,772.1531901,4,drink,0.1645
944,mid,mumbai,arabian,0,0.331364921,4,311.8315744,7,drink,0.2063
690,budget,bengaluru,continental,0,0.410390315,10,924.8914333,5,dip,0.0564
2100,budget,bengaluru,biryani,0,0.549313487,8,320.217945,4,bread,0.0856
1601,budget,chennai,italian,0,0.76503574,4,1069.046636,6,bread,0.0503
2534,mid,kolkata,fast_food,0,0.622795297,3,906.0693478,35,bread,0.1514
864,mid,pune,fast_food,1,0.703775098,6,454.2864216,3,side,0.1283
2098,budget,mumbai,biryani,0,0.690052203,6,610.5434116,5,bread,0.05
1201,budget,chennai,desserts,1,0.478925394,8,431.1754011,4,dip,0.0699
3802,budget,mumbai,south_indian,0,0.721532453,9,1194.026042,6,bread,0.0769
602,mid,hyderabad,fast_food,1,0.435246806,5,973.9620509,26,side,0.1835
362,mid,bengaluru,italian,0,0.636317768,10,182.8942111,8,drink,0.0832
3215,mid,bengaluru,desserts,0,0.39110724,4,451.5535825,0,side,0.2129
3725,budget,bengaluru,north_indian,0,0.702116093,7,666.5209616,28,dip,0.1321
855,mid,hyderabad,north_indian,1,0.53693573,3,305.1218962,3,bread,0.1664
3088,mid,mumbai,desserts,0,0.764492348,5,472.5092658,2,side,0.1984
2876,budget,hyderabad,chinese,0,0.759395656,5,422.212712,6,bread,0.05
154,budget,hyderabad,desserts,1,0.476527659,8,356.0362348,6,bread,0.05
1434,budget,mumbai,fast_food,1,0.688013174,11,874.7790647,6,dip,0.0582
3938,mid,bengaluru,fast_food,0,0.45933894,9,1252.016691,10,bread,0.1832
2496,budget,bengaluru,desserts,0,0.407673983,7,437.1789281,5,side,0.1005
1340,premium,hyderabad,south_indian,0,0.201326882,5,607.9385788,7,drink,0.2627
1999,mid,hyderabad,biryani,0,0.423748712,4,392.199302,2,side,0.1332
3226,mid,delhi,continental,1,0.623692173,2,216.150915,6,bread,0.1441
3719,mid,pune,italian,0,0.426937154,10,345.9814842,12,bread,0.0945
56,budget,delhi,continental,1,0.759824092,7,231.7664842,3,bread,0.0863
2431,budget,mumbai,south_indian,0,0.498767224,7,179.1684878,4,dip,0.05
3529,budget,hyderabad,north_indian,0,0.587736931,8,514.3414624,6,side,0.1069
3277,budget,chennai,biryani,1,0.47206047,1,793.6528015,2,side,0.05
3000,mid,pune,desserts,0,0.274395449,2,789.2205533,27,dip,0.1666
2969,mid,hyderabad,biryani,1,0.280877086,8,817.6307627,4,side,0.1767
2279,budget,hyderabad,north_indian,1,0.29972664,8,347.4438008,4,side,0.0643
2156,budget,bengaluru,desserts,0,0.724646102,9,402.5797316,4,dip,0.05
1770,mid,chennai,fast_food,1,0.740777867,7,304.1906577,12,bread,0.1796
318,budget,bengaluru,north_indian,1,0.522168983,4,388.0369851,7,side,0.0908
2925,premium,mumbai,north_indian,0,0.241104602,4,449.2465795,4,starter,0.2844
3099,premium,delhi,south_indian,1,0.95,4,875.8682086,6,drink,0.166
1079,mid,hyderabad,south_indian,1,0.417175614,11,233.0961023,6,dip,0.1925
2773,budget,delhi,biryani,0,0.776253653,6,763.1289158,6,dip,0.05
3167,budget,chennai,biryani,0,0.53398051,8,530.8247219,4,dip,0.1391
3211,mid,bengaluru,fast_food,0,0.458624508,7,498.6092377,4,bread,0.1012
838,mid,hyderabad,desserts,0,0.67638626,5,345.2872031,7,drink,0.1556
777,mid,hyderabad,biryani,0,0.41760305,12,1467.869917,6,bread,0.0906
2726,mid,pune,italian,1,0.767610563,9,681.3981459,29,dip,0.09
1798,budget,mumbai,chinese,1,0.053311449,3,576.5613582,6,bread,0.2009
3499,premium,delhi,chinese,0,0.356048842,8,271.9941846,35,drink,0.2565
1041,budget,bengaluru,fast_food,1,0.699422766,1,745.5408765,1,side,0.0643
3142,budget,mumbai,chinese,0,0.496458134,8,484.3633944,23,dip,0.05
2229,budget,pune,italian,1,0.691380256,3,748.1775046,3,dip,0.0589
1164,mid,pune,north_indian,1,0.439503326,7,713.0210749,10,bread,0.1378
3461,premium,hyderabad,chinese,0,0.231584016,11,643.5150726,32,starter,0.2796
280,mid,mumbai,desserts,1,0.487763485,3,651.7951218,4,bread,0.1564
3560,premium,bengaluru,chinese,0,0.580582035,8,952.248837,7,dessert,0.2534
988,budget,chennai,biryani,1,0.155765709,3,588.1474335,5,dip,0.1104
3176,budget,bengaluru,desserts,1,0.415785914,6,257.3387415,36,side,0.05
1454,premium,chennai,fast_food,0,0.16051597,6,649.250912,2,drink,0.3721
2284,mid,mumbai,north_indian,1,0.21265941,9,477.7662175,3,dip,0.2517
1372,budget,mumbai,arabian,0,0.659536255,8,853.0855931,7,bread,0.05
121,premium,delhi,north_indian,1,0.460875882,8,226.3715924,3,dessert,0.2222
1198,mid,bengaluru,continental,0,0.449003311,9,847.5680165,5,drink,0.1398
1168,mid,hyderabad,north_indian,1,0.418074949,10,282.5721432,27,bread,0.1869
3783,mid,bengaluru,desserts,0,0.552349502,2,473.7781618,5,side,0.2304
1794,budget,mumbai,desserts,0,0.598534011,8,355.2704712,29,bread,0.1394
2808,premium,kolkata,chinese,1,0.281932335,10,551.3540693,3,drink,0.2961
3751,budget,hyderabad,biryani,1,0.469658106,7,1335.718801,4,dip,0.0546
3598,mid,kolkata,north_indian,0,0.280968485,7,788.0260762,22,dip,0.1722
1982,budget,bengaluru,fast_food,0,0.102457494,4,585.3664623,22,side,0.0931
2356,premium,bengaluru,fast_food,1,0.648258841,3,625.8287815,8,dessert,0.3287
1320,mid,mumbai,desserts,1,0.605212917,4,1272.536659,2,drink,0.1385
1879,premium,mumbai,arabian,0,0.242427056,7,1112.196687,2,starter,0.2839
26,budget,mumbai,fast_food,0,0.440778544,9,852.7117232,9,bread,0.1042
2681,mid,delhi,fast_food,1,0.272318607,6,526.512847,34,dip,0.1396
2869,mid,chennai,fast_food,0,0.401778293,14,1195.833396,6,drink,0.1877
1808,premium,hyderabad,italian,0,0.505452474,9,687.3343109,3,drink,0.2827
2168,budget,bengaluru,biryani,0,0.528238702,7,528.492438,2,dip,0.1171
2774,premium,mumbai,biryani,0,0.417379968,6,506.183427,49,starter,0.299
572,mid,kolkata,chinese,1,0.581974711,5,462.4412447,6,bread,0.1804
3914,premium,delhi,fast_food,0,0.440976399,1,177.4982189,9,dessert,0.2689
3828,premium,delhi,chinese,0,0.178080312,8,782.5355502,35,drink,0.2643
3233,mid,pune,north_indian,1,0.334507971,11,615.3583277,5,bread,0.1666
3981,budget,pune,italian,0,0.431580865,4,423.1469174,10,bread,0.0572
865,budget,mumbai,desserts,0,0.339733284,3,324.8571009,31,bread,0.0676
3563,mid,hyderabad,arabian,1,0.571404806,5,498.3383678,14,bread,0.1622
1611,premium,kolkata,desserts,0,0.27313751,6,297.1785431,23,starter,0.2973
1807,mid,delhi,fast_food,1,0.662768123,6,200.6271431,7,drink,0.1668
2760,mid,chennai,south_indian,1,0.264336297,7,690.7881409,3,side,0.1942
2185,mid,delhi,biryani,0,0.459583311,5,423.2791377,4,side,0.1266
2083,mid,mumbai,arabian,0,0.326875304,6,413.4054327,4,side,0.2379
2023,budget,mumbai,chinese,0,0.176372437,5,622.7887667,5,dip,0.1357
2240,mid,chennai,arabian,1,0.071308028,3,288.4569189,5,side,0.216
716,mid,chennai,south_indian,1,0.57570663,4,1207.022792,3,dip,0.1311
1484,mid,bengaluru,north_indian,1,0.266091927,7,885.9925506,6,dip,0.1283
2505,mid,hyderabad,fast_food,0,0.779342734,3,451.4050184,1,bread,0.0995
3999,budget,bengaluru,biryani,1,0.478718724,8,174.7268728,7,side,0.0687
2002,budget,delhi,biryani,1,0.631929433,2,833.6863936,29,bread,0.1472
3718,budget,pune,continental,0,0.691835624,5,620.7740475,33,dip,0.05
2429,budget,hyderabad,chinese,0,0.594973143,11,457.078059,29,side,0.0605
3170,budget,delhi,chinese,1,0.657529491,6,423.218513,28,bread,0.05
1056,mid,bengaluru,arabian,1,0.464245652,4,267.2014838,30,drink,0.1754
