restaurant_id,restaurant_name,restaurant_city,restaurant_cuisine,restaurant_type,restaurant_online_order,restaurant_price_tier,restaurant_rating,restaurant_is_chain,restaurant_delivery_time_avg,restaurant_avg_orders_per_day
553,Karachi Bakery - Branch 2,mumbai,desserts,Cafe,Yes,1,3.934506357,0,36.6,107
348,Hotel Darshini - Branch 3,hyderabad,south_indian,Casual Dining,Yes,1,3.466789571,0,34.4,109
563,Golden Punjab - Branch 7,delhi,north_indian,Casual Dining,No,3,3.9484858,0,45.6,36
609,The Dragon Wok - Branch 5,bengaluru,chinese,Delivery,Yes,1,4.639891602,1,67.4,138
62,Hotel Janatha Deluxe,chennai,south_indian,Delivery,Yes,1,4.41143721,0,66,117
187,Haveli Restro - Branch 2,kolkata,north_indian,Delivery,Yes,3,3.833427979,0,29.3,27
205,Al-Yousuf Biryani - Branch 2,bengaluru,biryani,Delivery,Yes,2,3.4148785,0,75,92
129,Udupi Palace,delhi,south_indian,Quick Bites,No,2,3.92641332,0,66.4,74
99,Theobroma,chennai,desserts,Quick Bites,Yes,2,4.159120133,1,38.5,113
505,Dhaba by Claridges - Branch 6,chennai,north_indian,Casual Dining,Yes,2,4.091156231,0,45.4,73
527,Sweet Memories - Branch 2,hyderabad,desserts,Bakery,Yes,2,3.827815604,1,55.3,100
572,House of Commons - Branch 2,kolkata,continental,Fine Dining,No,2,3.759119814,0,64.5,53
645,La Piazza - Branch 4,bengaluru,italian,Fine Dining,Yes,3,4.003460223,1,50.7,89
78,Vapiano,bengaluru,italian,Fine Dining,No,1,3.966832021,0,35.3,132
328,Snacky Corner - Branch 2,bengaluru,fast_food,Quick Bites,Yes,3,3.598146256,0,62.3,43
196,Falafel Nation,mumbai,arabian,Delivery,Yes,2,3.855665708,0,75,79
495,Street Food Junction - Branch 3,hyderabad,fast_food,Food Court,Yes,1,4.011159543,0,50.2,119
445,Dosa Plaza - Branch 4,kolkata,south_indian,Delivery,Yes,1,3.857890802,0,25.8,115
621,Basilico - Branch 4,hyderabad,italian,Cafe,Yes,1,4.486158395,1,39.2,163
503,The Smashed Burger - Branch 3,mumbai,fast_food,Food Court,No,1,4.126844193,1,75,144
19,The Dragon Wok,mumbai,chinese,Food Court,Yes,2,3.787230308,0,38,84
23,Behrouz Biryani,chennai,biryani,Delivery,No,2,4.055533396,0,52.7,55
296,Dhaba by Claridges - Branch 4,delhi,north_indian,Delivery,Yes,2,4.045418846,1,66.9,110
314,Dum Pukht Biryani - Branch 2,mumbai,biryani,Casual Dining,Yes,3,3.988921896,1,49,70
125,The Wrap Factory,chennai,fast_food,Delivery,No,1,3.73695962,0,47.7,109
263,Great Wall Restaurant - Branch 2,chennai,chinese,Casual Dining,Yes,1,3.752122225,1,39.8,143
657,Amritsar Express - Branch 7,delhi,north_indian,Casual Dining,No,2,3.821544749,1,65.1,108
123,Barista,pune,desserts,Dessert Parlour,Yes,2,3.569671768,0,34.8,68
664,Kerala Kitchen - Branch 6,hyderabad,south_indian,Food Court,Yes,2,4.461613732,0,56.8,72
309,Trattoria - Branch 2,bengaluru,italian,Delivery,Yes,1,4.220597093,0,74.6,105
611,Vidyarthi Bhavan - Branch 6,bengaluru,south_indian,Delivery,Yes,1,3.683016496,0,51.8,109
463,La Piazza - Branch 3,delhi,italian,Cafe,Yes,2,3.242923301,0,33.8,82
556,Andhra Spice - Branch 5,delhi,south_indian,Food Court,No,2,4.068454732,1,40.1,131
586,Tandoor Magic - Branch 7,hyderabad,north_indian,Quick Bites,Yes,1,3.602389703,0,33,120
451,CTR Malleswaram - Branch 4,mumbai,south_indian,Quick Bites,No,1,3.856111317,0,62.6,124
208,Golden Punjab - Branch 3,mumbai,north_indian,Casual Dining,Yes,2,3.627702338,0,32.7,76
499,The Pizza Bakery - Branch 3,hyderabad,italian,Cafe,Yes,1,4.251345729,0,45.2,115
259,Giulia's Kitchen - Branch 2,hyderabad,italian,Cafe,No,2,4.629670658,0,60.1,63
697,CTR Malleswaram - Branch 6,chennai,south_indian,Delivery,Yes,2,3.878295957,0,67,68
69,Hakka House,chennai,chinese,Food Court,Yes,1,3.790830301,0,32.5,127
90,Golden Dragon,hyderabad,chinese,Quick Bites,No,2,4.748754594,0,47.8,69
550,Jade Palace - Branch 4,mumbai,chinese,Quick Bites,No,2,3.910666627,0,49.5,74
96,Mama Mia,kolkata,italian,Cafe,Yes,1,4.393511691,0,37.7,106
59,Heritage Kitchen,hyderabad,north_indian,Delivery,No,1,4.865173394,1,72.3,145
147,Biryani Factory,hyderabad,biryani,Delivery,Yes,2,4.092935548,0,71.2,88
301,SLV Corner - Branch 3,pune,south_indian,Delivery,Yes,1,4.029898359,1,49.3,139
661,The Pizza Bakery - Branch 4,bengaluru,italian,Casual Dining,No,2,4.375497526,1,54.2,93
490,Arsalan Restaurant - Branch 3,delhi,biryani,Casual Dining,Yes,2,4.221149847,1,33.3,123
281,Saravana Bhavan - Branch 2,bengaluru,south_indian,Quick Bites,Yes,2,4.044999015,0,36.9,83
357,Fast Fork - Branch 2,hyderabad,fast_food,Food Court,Yes,1,3.668867612,0,40.1,107
43,The Dessert Factory,delhi,desserts,Dessert Parlour,Yes,2,3.434092776,0,63.7,63
197,Wok to Walk - Branch 2,delhi,chinese,Delivery,No,2,3.952159042,0,30.5,76
353,The Wrap Factory - Branch 2,hyderabad,fast_food,Delivery,No,2,4.357215593,0,44.3,85
660,Momo Station - Branch 5,mumbai,chinese,Food Court,Yes,2,4.073889075,0,75,86
246,Heritage Kitchen - Branch 3,bengaluru,north_indian,Casual Dining,No,1,4.146086322,0,52.1,93
695,Farzi Cafe - Branch 2,chennai,continental,Casual Dining,Yes,1,3.877173842,0,53.5,100
255,Punjab Grill - Branch 3,chennai,north_indian,Quick Bites,No,2,3.374913217,0,39.5,102
542,Vasantha Bhavan - Branch 5,hyderabad,south_indian,Food Court,Yes,1,3.658200168,0,46.1,109
283,BOX8 - Branch 2,bengaluru,fast_food,Quick Bites,Yes,1,4.023021701,0,75,110
9,Ice Cream Works,hyderabad,desserts,Bakery,Yes,2,4.42445602,1,51.5,106
168,Vidyarthi Bhavan - Branch 2,mumbai,south_indian,Casual Dining,Yes,1,3.669835669,0,34,121
139,The Leela Kitchen,kolkata,continental,Fine Dining,No,1,3.869475386,0,57,83
60,The Great Kabab Factory,delhi,north_indian,Delivery,Yes,1,3.958790045,0,33,120
175,Moti Mahal - Branch 2,chennai,north_indian,Casual Dining,No,1,4.015644245,0,32.7,126
317,Brahmin's Coffee Bar - Branch 3,mumbai,south_indian,Quick Bites,Yes,2,4.255430075,1,46.2,107
692,Canton Canteen - Branch 5,mumbai,chinese,Casual Dining,Yes,2,4.142020511,1,58.7,108
637,Heritage Kitchen - Branch 7,bengaluru,north_indian,Fine Dining,No,2,4.321737353,1,74.1,100
202,Nandhini Restaurant - Branch 2,chennai,south_indian,Casual Dining,No,3,3.479938964,1,38.1,73
201,The Bigg Small Cafe - Branch 3,chennai,north_indian,Fine Dining,Yes,1,3.707512596,0,62.5,117
67,Royal Biryani,bengaluru,biryani,Delivery,Yes,1,4.13214938,0,40.2,105
87,The Greasy Spoon,bengaluru,fast_food,Delivery,Yes,1,4.791861975,0,30.9,114
485,Naturals Ice Cream - Branch 2,chennai,desserts,Quick Bites,No,3,3.916361687,1,45.3,79
597,The Sugar Lab - Branch 3,hyderabad,desserts,Quick Bites,Yes,2,4.035233758,0,28.6,58
606,Quick Bites Hub - Branch 3,mumbai,fast_food,Quick Bites,No,3,4.370864109,1,71.2,48
233,Sweet Memories,hyderabad,desserts,Quick Bites,No,1,3.998274322,1,75,150
248,Pasta Street,delhi,italian,Fine Dining,Yes,2,4.200988489,0,75,79
540,Shahi Biryani Palace - Branch 4,mumbai,biryani,Quick Bites,No,2,3.341681356,0,60.1,56
351,The Sugar Lab - Branch 2,bengaluru,desserts,Dessert Parlour,Yes,2,3.831734104,0,28.1,72
127,Smoke House Deli,mumbai,continental,Casual Dining,Yes,2,4.607686823,1,52.4,119
219,Lucknowi Biryani Co. - Branch 2,bengaluru,biryani,Casual Dining,No,2,3.974193362,1,63.6,91
662,Wings Over India - Branch 4,chennai,fast_food,Quick Bites,No,1,3.446001904,1,28.3,133
532,Punjab Grill - Branch 6,pune,north_indian,Quick Bites,Yes,1,4.061059869,0,35.5,103
533,Bukhara Dhaba - Branch 6,mumbai,north_indian,Casual Dining,Yes,2,4.163272534,0,62.7,68
20,Dhaba by Claridges,chennai,north_indian,Fine Dining,Yes,2,4.392872693,1,59.9,94
487,Golden Punjab - Branch 6,bengaluru,north_indian,Casual Dining,Yes,1,3.952460353,0,45.8,116
180,Pind Balluchi - Branch 2,mumbai,north_indian,Fine Dining,No,1,4.173397561,1,49.8,136
229,Golkonda Biryani - Branch 2,bengaluru,biryani,Quick Bites,Yes,2,4.228375271,0,64.6,76
184,Dough & Cream,mumbai,italian,Cafe,Yes,3,4.598639216,0,43.7,27
439,Lucknowi Biryani Co. - Branch 3,pune,biryani,Quick Bites,No,2,3.187547304,1,41.8,111
675,The Biryani Kitchen - Branch 5,hyderabad,biryani,Quick Bites,Yes,1,4.412541106,1,52.5,145
489,Oven Fresh - Branch 2,chennai,desserts,Dessert Parlour,Yes,2,3.920755056,0,72.5,80
496,SLV Corner - Branch 5,pune,south_indian,Casual Dining,Yes,2,4.022031564,0,49.3,62
313,Basilico - Branch 2,pune,italian,Casual Dining,Yes,3,4.820965035,1,49.1,96
336,Punjab Grill - Branch 4,delhi,north_indian,Quick Bites,No,1,3.578614125,0,52.2,121
450,Bukhara Dhaba - Branch 5,bengaluru,north_indian,Fine Dining,Yes,3,4.165168547,1,75,76
33,Cafe Bahar,chennai,biryani,Delivery,No,2,4.375339796,1,33.5,118
557,Roma Express - Branch 4,chennai,italian,Delivery,Yes,1,4.413673669,0,51.5,128
417,Roma Express - Branch 3,hyderabad,italian,Delivery,Yes,2,3.716409306,0,42.3,96
681,Pasta Street - Branch 4,bengaluru,italian,Casual Dining,Yes,3,4.03695939,0,58.7,32
145,Dosa Plaza,bengaluru,south_indian,Food Court,No,1,3.960406507,1,69.6,167
513,Burger Singh - Branch 3,mumbai,fast_food,Delivery,Yes,3,4.47359803,0,35.3,46
650,The Dessert Factory - Branch 3,chennai,desserts,Quick Bites,Yes,3,3.850669137,0,50.5,45
551,Kerala Kitchen - Branch 5,mumbai,south_indian,Delivery,Yes,1,4.137356785,0,59.6,128
68,MTR Restaurant,hyderabad,south_indian,Casual Dining,Yes,2,3.723738231,0,42.7,63
459,China Gate - Branch 4,hyderabad,chinese,Casual Dining,Yes,2,4.543651902,0,39.5,63
337,The Third Eye - Branch 2,hyderabad,continental,Cafe,Yes,1,3.8903264,0,60.3,104
61,Punjab Grill,bengaluru,north_indian,Casual Dining,Yes,2,3.57562014,1,39.6,107
555,La Folie - Branch 2,chennai,desserts,Quick Bites,Yes,2,3.835611938,1,46.9,88
244,Freshmenu - Branch 2,bengaluru,fast_food,Quick Bites,Yes,3,4.401982954,0,67.1,47
53,The Fatty Bao,hyderabad,continental,Cafe,Yes,3,3.437983402,0,55,57
227,Kerala Kitchen - Branch 2,bengaluru,south_indian,Delivery,Yes,1,4.112985461,1,46.4,139
279,Napoli Ristorante - Branch 2,bengaluru,italian,Cafe,No,1,4.355537548,0,54.1,134
569,Red Dragon - Branch 4,mumbai,chinese,Casual Dining,Yes,1,3.707487208,0,75,110
484,Plum by Bent Chair - Branch 2,pune,continental,Fine Dining,Yes,2,4.605473568,1,60.4,87
234,Canton Canteen - Branch 2,mumbai,chinese,Delivery,No,1,4.558485348,0,46.1,112
453,Saffron House - Branch 5,bengaluru,north_indian,Delivery,No,1,4.377720943,0,46.1,102
514,Frontier - Branch 6,hyderabad,north_indian,Quick Bites,No,1,4.474631981,0,33.2,111
342,Behrouz Biryani - Branch 3,delhi,biryani,Delivery,Yes,3,4.953363294,0,46.6,40
502,The Belgian Waffle Co. - Branch 2,delhi,desserts,Dessert Parlour,Yes,1,4.344728205,1,75,149
478,Vidyarthi Bhavan - Branch 5,bengaluru,south_indian,Quick Bites,Yes,3,4.269158837,1,34,54
649,Saffron House - Branch 7,chennai,north_indian,Delivery,Yes,2,3.937022288,0,40.6,64
86,Hyderabad House,bengaluru,biryani,Quick Bites,Yes,1,4.048740424,0,51,116
245,Burger Singh - Branch 2,bengaluru,fast_food,Food Court,No,1,5,1,74.4,133
442,Wok Express - Branch 4,mumbai,chinese,Casual Dining,No,2,4.061592559,0,61.4,45
688,Bella Cucina - Branch 5,bengaluru,italian,Cafe,No,3,4.215308633,1,58.2,67
308,MTR Restaurant - Branch 3,delhi,south_indian,Delivery,Yes,2,3.928278589,0,37.2,92
392,FoodBox - Branch 2,chennai,fast_food,Quick Bites,Yes,1,3.770374411,0,69.9,133
258,The Greasy Spoon - Branch 2,mumbai,fast_food,Quick Bites,Yes,1,4.443375507,0,32.7,82
346,Ice Cream Works - Branch 2,hyderabad,desserts,Quick Bites,Yes,2,3.810240447,0,41.4,90
307,Corner House,hyderabad,continental,Cafe,Yes,3,4.108911615,1,32.3,73
297,Murugan Idli Shop - Branch 3,delhi,south_indian,Casual Dining,Yes,2,4.259027394,0,75,80
151,Arsalan Restaurant,delhi,biryani,Quick Bites,No,2,3.821112179,0,43.7,69
321,Dum Pukht - Branch 4,mumbai,north_indian,Casual Dining,Yes,1,3.920083194,0,50.7,102
523,Dum Pukht - Branch 6,mumbai,north_indian,Casual Dining,No,2,3.95456634,0,55.2,72
134,Just Desserts,hyderabad,desserts,Bakery,Yes,3,3.854641239,0,42.9,62
436,The Great Kabab Factory - Branch 5,mumbai,north_indian,Quick Bites,No,1,3.362647796,0,43,99
75,Wok to Walk,bengaluru,chinese,Food Court,Yes,2,4.136576413,1,64,102
119,Al Faham Grill,kolkata,arabian,Quick Bites,Yes,3,4.154533674,0,36.4,28
671,Street Food Junction - Branch 4,bengaluru,fast_food,Food Court,Yes,1,3.735111827,0,47.7,83
97,Spice Route - Branch 2,hyderabad,north_indian,Casual Dining,Yes,1,3.997531474,0,67.2,101
171,Dragon Palace - Branch 2,mumbai,chinese,Food Court,Yes,1,4.191914263,0,53.7,114
620,Noodle Street - Branch 5,mumbai,chinese,Food Court,No,2,3.868106322,0,43.8,62
350,Saffron House - Branch 4,chennai,north_indian,Fine Dining,Yes,1,3.704357513,0,29.6,125
426,Dum Biryani House - Branch 3,pune,biryani,Quick Bites,Yes,2,3.731536446,0,75,53
674,Pizza Hut Express - Branch 4,pune,italian,Delivery,Yes,1,3.409028524,1,57.2,123
548,Pind Balluchi - Branch 6,chennai,north_indian,Fine Dining,Yes,1,4.205893096,0,38.4,130
388,The Dessert Factory - Branch 2,mumbai,desserts,Bakery,Yes,2,3.842541706,0,60.5,59
334,Arsalan Restaurant - Branch 2,mumbai,biryani,Casual Dining,Yes,1,3.532334178,0,34.4,96
517,Burger barn - Branch 3,bengaluru,fast_food,Quick Bites,Yes,1,4.287323688,0,56.9,117
670,Hard Rock Cafe - Branch 2,delhi,continental,Casual Dining,No,2,4.186692563,0,65.5,69
643,Il Forno - Branch 4,chennai,italian,Delivery,Yes,2,3.246470942,0,53.3,89
382,Al-Yousuf Biryani - Branch 3,bengaluru,biryani,Delivery,Yes,2,3.806626229,0,44,72
306,Biryani Factory - Branch 2,mumbai,biryani,Delivery,No,2,4.145201609,0,39.2,72
614,Golkonda Biryani - Branch 4,hyderabad,biryani,Quick Bites,Yes,1,3.747977098,0,54.1,141
271,Amritsar Express - Branch 3,bengaluru,north_indian,Quick Bites,Yes,2,4.077252741,0,49.6,73
161,Kabsa House,mumbai,arabian,Delivery,Yes,1,4.397633091,1,63.8,165
56,The Biryani Project,delhi,biryani,Quick Bites,Yes,2,3.001283083,0,33.7,96
358,Bawarchi Restaurant - Branch 3,hyderabad,biryani,Quick Bites,Yes,1,4.374806026,1,54.6,150
682,Spice Route - Branch 8,chennai,north_indian,Casual Dining,Yes,2,4.434033211,0,68.4,62
289,Mama Mia - Branch 2,hyderabad,italian,Cafe,Yes,2,4.068197548,1,75,112
640,MTR Restaurant - Branch 6,bengaluru,south_indian,Food Court,Yes,1,4.366882882,0,50.1,114
137,Biryani By Kilo,delhi,biryani,Casual Dining,Yes,1,3.771778963,0,28.2,97
330,Heritage Kitchen - Branch 4,bengaluru,north_indian,Delivery,No,1,4.091877531,0,69.2,116
440,Shree Sagar - Branch 4,mumbai,south_indian,Food Court,Yes,1,3.938209622,1,46.6,143
509,Fu Lin Kitchen - Branch 4,mumbai,chinese,Food Court,Yes,1,4.326029639,0,40,119
479,Social Offline - Branch 2,bengaluru,continental,Cafe,Yes,2,3.922849286,1,48.1,83
30,Bawarchi Restaurant,chennai,biryani,Delivery,No,1,4.167678865,0,52.7,90
476,The Grub Shack - Branch 2,bengaluru,continental,Fine Dining,Yes,2,4.251810571,0,29.8,84
116,Plum by Bent Chair,hyderabad,continental,Cafe,No,1,3.979199505,0,44.6,108
114,L'Opéra,delhi,desserts,Dessert Parlour,Yes,2,3.726837656,0,58.7,58
564,Royal Biryani - Branch 4,bengaluru,biryani,Quick Bites,No,3,3.740596254,0,56,47
163,The Biryani Kitchen - Branch 2,hyderabad,biryani,Delivery,Yes,1,3.140107063,1,38.4,132
183,Hakka House - Branch 2,hyderabad,chinese,Food Court,Yes,2,3.402971175,1,54.6,86
322,Sorrentina - Branch 2,bengaluru,italian,Fine Dining,Yes,2,3.748902612,0,72.9,86
559,Udupi Palace - Branch 5,hyderabad,south_indian,Casual Dining,Yes,1,4.150479364,0,36.6,136
376,Murugan Idli Shop - Branch 4,kolkata,south_indian,Quick Bites,Yes,1,4.173831337,1,47.7,150
651,The Italian Job - Branch 4,hyderabad,italian,Delivery,Yes,3,3.825026063,0,49.2,40
155,Hotel Darshini,hyderabad,south_indian,Casual Dining,Yes,3,3.492121413,0,74.4,28
492,The Italian Job - Branch 3,bengaluru,italian,Fine Dining,Yes,2,4.404908872,0,48.8,73
261,Roma Express - Branch 2,delhi,italian,Fine Dining,Yes,3,4.325658851,0,53.5,60
633,Gulshan Dhaba - Branch 7,pune,north_indian,Casual Dining,Yes,2,3.254908192,0,40,97
515,Momo Station - Branch 4,bengaluru,chinese,Quick Bites,Yes,2,3.157379466,0,57.8,86
443,Punjab Grill - Branch 5,hyderabad,north_indian,Delivery,Yes,3,4.151583948,0,30.1,43
352,Chopsticks House - Branch 3,mumbai,chinese,Quick Bites,Yes,2,3.70682969,0,50,67
430,Pastry Palace - Branch 2,mumbai,desserts,Dessert Parlour,Yes,2,4.300769123,0,62.2,63
206,Brahmin's Coffee Bar - Branch 2,bengaluru,south_indian,Casual Dining,No,1,3.872569085,0,72.9,120
194,Shahi Biryani Palace - Branch 2,bengaluru,biryani,Delivery,No,3,3.904607671,0,27.7,54
339,Dosa Plaza - Branch 3,mumbai,south_indian,Food Court,Yes,2,3.399464662,0,39.1,77
240,Pizza Hut Express,bengaluru,italian,Cafe,No,1,4.453185646,0,46.1,112
411,SodaBottleOpenerWala - Branch 2,bengaluru,continental,Casual Dining,No,1,4.259462702,0,46.3,104
683,The Smashed Burger - Branch 4,bengaluru,fast_food,Quick Bites,Yes,2,4.337877584,1,30,96
567,Great Wall Restaurant - Branch 4,delhi,chinese,Delivery,Yes,3,3.809886857,0,37.2,46
535,Saffron House - Branch 6,bengaluru,north_indian,Delivery,Yes,3,4.209402958,0,35,50
624,Biryani Bell - Branch 4,bengaluru,biryani,Delivery,Yes,2,3.74203984,0,39.4,68
594,The Wrap Factory - Branch 3,hyderabad,fast_food,Delivery,No,1,4.805473834,0,52.1,81
128,Tandoor Magic - Branch 2,mumbai,north_indian,Delivery,No,2,4.351658507,0,42.2,62
77,Al Naimat,hyderabad,arabian,Quick Bites,Yes,2,3.928850756,0,43.4,99
404,Fatto a Mano - Branch 2,hyderabad,italian,Fine Dining,Yes,1,4.666827631,0,49.5,116
498,Chopsticks House - Branch 4,hyderabad,chinese,Food Court,Yes,1,4.528210792,1,57.4,135
40,Royal Mughal Kitchen,pune,north_indian,Quick Bites,No,3,3.453395714,0,53.3,52
76,Paradise Biryani,mumbai,biryani,Quick Bites,No,1,4.440863053,0,54,112
236,Street Food Junction - Branch 2,pune,fast_food,Delivery,Yes,2,3.889770604,1,27.9,115
449,Dough & Cream - Branch 3,hyderabad,italian,Cafe,No,2,3.63450543,0,34.2,83
34,Vidyarthi Bhavan,hyderabad,south_indian,Quick Bites,No,1,4.146749461,0,69.6,123
16,Bistro 57,hyderabad,continental,Fine Dining,Yes,2,4.940453766,1,53.4,87
215,Hangar Bar & Kitchen - Branch 2,bengaluru,fast_food,Quick Bites,Yes,1,4.146479882,0,35.6,99
315,Nandhini Restaurant - Branch 3,chennai,south_indian,Casual Dining,Yes,2,3.468405068,0,50.6,60
291,Biryani Bell - Branch 2,bengaluru,biryani,Quick Bites,Yes,2,3.549585584,0,48,66
102,Pastry Palace,chennai,desserts,Quick Bites,Yes,3,4.573299654,1,42.3,84
243,Gulshan Dhaba - Branch 3,bengaluru,north_indian,Delivery,No,3,3.579473284,1,46,69
144,Biryani Bell,mumbai,biryani,Delivery,Yes,2,3.76441375,1,52.2,107
251,Biryani Blues - Branch 2,delhi,biryani,Delivery,No,2,3.765510792,1,38.3,112
141,Gulshan Dhaba - Branch 2,hyderabad,north_indian,Casual Dining,No,2,3.423019801,1,37.9,84
419,Gulshan Dhaba - Branch 5,chennai,north_indian,Delivery,Yes,3,4.225441095,0,75,29
512,Pasta Street - Branch 3,mumbai,italian,Fine Dining,Yes,2,3.649063107,0,38.4,67
93,Pind Balluchi,pune,north_indian,Fine Dining,Yes,3,3.136113768,0,60.1,57
57,Dum Biryani House,delhi,biryani,Quick Bites,Yes,1,3.459176347,1,46.7,146
241,Shree Sagar - Branch 2,bengaluru,south_indian,Delivery,Yes,2,3.572254596,0,72.7,77
591,Ice Cream Works - Branch 3,delhi,desserts,Bakery,Yes,1,4.061797029,1,49.6,132
239,Dum Pukht - Branch 3,bengaluru,north_indian,Fine Dining,Yes,1,4.846931134,0,65.9,103
604,Eat South - Branch 6,mumbai,south_indian,Casual Dining,No,1,3.420640535,0,75,105
577,Dosa Plaza - Branch 5,mumbai,south_indian,Casual Dining,Yes,1,4.712622333,0,28.6,133
691,Barbeque Nation - Branch 8,bengaluru,north_indian,Casual Dining,Yes,2,4.311935396,1,36.5,116
72,Nandhini Restaurant,chennai,south_indian,Quick Bites,Yes,3,4.249053309,1,55.9,49
590,Hotel Darshini - Branch 5,bengaluru,south_indian,Quick Bites,Yes,1,3.983125448,0,70.8,107
488,Barbeque Nation - Branch 6,bengaluru,north_indian,Quick Bites,Yes,1,3.648262324,0,39.5,129
110,Eat.fit Kitchen,delhi,fast_food,Quick Bites,Yes,2,3.379160476,0,48.1,81
585,CTR Malleswaram - Branch 5,chennai,south_indian,Delivery,Yes,2,3.458784598,0,52,66
138,House of Commons,hyderabad,continental,Fine Dining,Yes,2,3.179552014,1,36.6,100
299,Frontier - Branch 4,hyderabad,north_indian,Casual Dining,Yes,1,4.288894033,0,33.5,104
18,Salt Water Grill,hyderabad,continental,Casual Dining,Yes,1,3.170711401,0,75,108
610,Mainland China - Branch 5,bengaluru,chinese,Quick Bites,Yes,1,4.076696767,1,48.1,138
185,FoodBox,mumbai,fast_food,Food Court,Yes,2,4.128436281,0,65.9,68
167,Eat South - Branch 2,mumbai,south_indian,Casual Dining,No,1,4.020305272,0,64.1,98
158,Bukhara Dhaba - Branch 2,delhi,north_indian,Delivery,Yes,2,3.800147361,0,31.2,69
172,Murugan Idli Shop - Branch 2,kolkata,south_indian,Delivery,Yes,3,4.010291139,1,50.1,106
252,Karachi Bakery,hyderabad,desserts,Quick Bites,No,1,4.182875808,0,50,118
632,Dough & Cream - Branch 4,hyderabad,italian,Casual Dining,Yes,2,5,0,49.9,88
209,Orient Kitchen - Branch 2,bengaluru,chinese,Delivery,Yes,2,4.451876322,0,42.9,86
634,Sugar & Spice - Branch 3,bengaluru,desserts,Bakery,Yes,1,4.343815276,0,36.4,142
54,Gulshan Dhaba,bengaluru,north_indian,Delivery,Yes,1,3.492068513,0,70.7,82
178,Amritsar Express - Branch 2,hyderabad,north_indian,Casual Dining,Yes,1,4.779355044,0,60.1,98
135,Shree Sagar,hyderabad,south_indian,Quick Bites,No,3,4.10373899,0,61.6,29
579,Snacky Corner - Branch 3,bengaluru,fast_food,Delivery,Yes,2,4.562656065,1,24.4,101
6,China Gate,bengaluru,chinese,Casual Dining,Yes,1,3.666349502,1,58.5,137
2,Shisha Palace,mumbai,arabian,Delivery,Yes,1,4.471925197,0,60,101
11,Ping's Cafe,chennai,chinese,Casual Dining,Yes,1,4.134513975,1,42.4,152
534,Bella Cucina - Branch 4,mumbai,italian,Cafe,Yes,1,3.640340664,0,37.5,105
622,Biryani Blues - Branch 4,chennai,biryani,Quick Bites,Yes,1,4.300107119,0,40.2,120
192,MTR Restaurant - Branch 2,pune,south_indian,Delivery,Yes,2,4.288044861,0,41.7,75
150,The Great Kabab Factory - Branch 2,bengaluru,north_indian,Casual Dining,No,2,4.272032733,0,45.4,81
631,Dum Pukht - Branch 7,chennai,north_indian,Casual Dining,Yes,1,3.658476354,0,37.1,118
475,Ping's Cafe - Branch 4,pune,chinese,Delivery,Yes,2,3.443504242,1,45,110
15,China Bistro,chennai,chinese,Food Court,No,1,4.50799771,1,58.1,141
405,Bella Cucina - Branch 3,mumbai,italian,Delivery,Yes,2,4.204449538,0,66.5,73
132,Royal Mughal Kitchen - Branch 2,hyderabad,north_indian,Delivery,Yes,3,4.192731018,1,41.4,86
237,The Smashed Burger - Branch 2,bengaluru,fast_food,Delivery,No,2,4.473848945,0,69.7,78
378,Haveli Restro - Branch 4,hyderabad,north_indian,Fine Dining,No,2,3.71998861,0,44.2,94
630,Hakka House - Branch 5,delhi,chinese,Delivery,Yes,2,3.557328994,0,34.1,60
652,Moti Mahal - Branch 7,hyderabad,north_indian,Casual Dining,Yes,1,3.94096944,1,36.8,150
89,Shawarma Point,hyderabad,arabian,Quick Bites,No,1,4.142075576,1,47.8,139
325,Gulshan Dhaba - Branch 4,hyderabad,north_indian,Delivery,Yes,2,3.83444421,0,45.8,76
687,Fes Moroccan,bengaluru,arabian,Quick Bites,Yes,1,4.217015884,0,44.6,129
599,Hyderabad House - Branch 4,hyderabad,biryani,Casual Dining,Yes,2,4.217902965,0,52.8,71
448,The Fatty Bao - Branch 2,hyderabad,continental,Casual Dining,Yes,2,3.51185491,0,38.4,85
447,Paradise Biryani - Branch 3,hyderabad,biryani,Delivery,Yes,1,4.034659868,1,75,144
12,The Third Eye,delhi,continental,Casual Dining,No,3,3.74915674,0,47.4,29
667,Andhra Spice - Branch 6,mumbai,south_indian,Casual Dining,No,3,3.857655075,0,53.7,31
444,Basilico - Branch 3,bengaluru,italian,Fine Dining,Yes,2,3.936990014,0,54.4,73
396,Brahmin's Coffee Bar - Branch 4,hyderabad,south_indian,Delivery,No,1,3.827814587,0,38.3,107
242,Dosa Plaza - Branch 2,hyderabad,south_indian,Food Court,No,2,3.616606865,1,75,110
424,Napoli Ristorante - Branch 3,bengaluru,italian,Fine Dining,Yes,1,3.624669833,0,42.1,93
646,Punjab Grill - Branch 7,bengaluru,north_indian,Quick Bites,No,3,3.822347371,0,24.8,47
589,China Gate - Branch 5,hyderabad,chinese,Food Court,No,2,3.80765182,0,38.4,74
108,Red Dragon,delhi,chinese,Food Court,Yes,3,4.15633962,0,31.3,79
408,Wok to Walk - Branch 3,pune,chinese,Food Court,Yes,3,3.643595908,0,62.7,51
169,The Tamilian Kitchen - Branch 2,delhi,south_indian,Food Court,No,1,3.920775447,1,52,141
371,Noodle Street - Branch 3,delhi,chinese,Quick Bites,Yes,1,3.933579171,1,36.4,129
